grass_region,last_click_date,click_campaign,cost,impression_cnt,click_cnt,non_cohorts_order_cnt_7d,non_cohorts_gmv_7d,cohort_order_cnt_7d,cohort_gmv_7d,session_order_cnt,session_gmv,atc_cnt,month,cohort_order_cnt_1d,cohort_gmv_1d,new_buyer_cnt_1d,session_cnt,app_session_cnt,web_session_cnt,Upper Campaign,lower campaign name,Campaign Type,Category,campaign_name,BE_category,type,testgroup,campaign name (for AB TEST comparison),cpm
TH,7月28日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,255.39,611169,4210,1168,14037.66104,649,8695.263579,201,1606.817342,8901,2025年7月,452,5715.574578,2,13756,2417,753,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_1-OPATEST,100638-Stationery,Test,Group 1,Stationary,0.000417871
TH,7月28日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,487.79,683015,4970,981,12952.77097,830,10048.43577,203,3076.364084,8370,2025年7月,547,7370.119473,1,11574,3102,732,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_2-OPATEST,100638-Stationery,Test,Group 2,Stationary,0.000714172
TH,7月28日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,488.37,834644,5178,1070,12434.95227,1080,12328.04101,337,2678.839759,7822,2025年7月,776,8420.847395,3,10603,3229,841,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_3-OPATEST,100638-Stationery,Test,Group 3,Stationary,0.000585124
TH,7月28日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,353.34,786412,4777,987,14789.96459,735,8928.146939,195,1699.224042,8476,2025年7月,475,5650.003079,3,12685,2884,800,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_4-OPATEST,100638-Stationery,Test,Group 4,Stationary,0.000449306
TH,7月28日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,647.16,1003438,10591,2524,35409.13136,1534,19234.9726,368,3261.455844,19312,2025年7月,991,12278.08135,8,34770,6143,1539,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_5-OPATEST,100638-Stationery,Test,Group 5,Stationary,0.000644943
TH,7月29日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,538.68,1121018,9754,1316,26742.27399,863,20849.61787,363,10147.6167,9563,2025年7月,762,18471.03061,2,20366,5635,2345,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0-CONTROL-OPATEST,100535-Audio,Control,,Audio,0.000480528
TH,7月29日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,86.53,194247,1477,276,7269.830028,142,7375.785195,53,2374.92302,2192,2025年7月,111,5012.593916,1,4436,823,381,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_1-OPATEST,100535-Audio,Test,Group 1,Audio,0.000445464
TH,7月29日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,76.05,158630,1172,172,3842.444574,115,2103.984481,41,984.911935,1420,2025年7月,100,1704.705013,0,2594,689,293,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_2-OPATEST,100535-Audio,Test,Group 2,Audio,0.000479418
TH,7月29日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,54.96,140512,1016,141,3342.86858,132,2827.441803,45,636.9934721,972,2025年7月,116,2676.376401,0,1995,523,291,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_3-OPATEST,100535-Audio,Test,Group 3,Audio,0.000391141
TH,7月29日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,105.9,218869,1738,215,7709.323808,175,6161.873383,77,1388.656238,1582,2025年7月,154,5747.536642,1,3398,1065,371,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_4-OPATEST,100535-Audio,Test,Group 4,Audio,0.000483851
TH,7月29日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,225.12,438317,4294,654,14431.88816,400,9036.950363,156,3543.878556,4715,2025年7月,345,8232.972041,5,9898,2458,1073,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_5-OPATEST,100535-Audio,Test,Group 5,Audio,0.000513601
TH,7月29日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,1356.36,2044779,23096,4476,63313.88102,2041,30574.71918,473,5272.634561,33100,2025年7月,1627,23969.59539,17,68468,12457,3100,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,100643-Books & Magazines,Control,,Book&Magazines,0.000663328
TH,7月29日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,64.24,106710,1033,455,6736.304656,115,1022.66289,32,300.375662,3178,2025年7月,100,886.6239685,3,6595,577,201,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,100643-Books & Magazines,Test,Group 1,Book&Magazines,0.000602005
TH,7月29日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,260.8,361768,3218,363,5430.841237,290,4207.199162,54,588.8656238,2845,2025年7月,229,2987.621628,2,6413,1743,424,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,100643-Books & Magazines,Test,Group 2,Book&Magazines,0.000720904
TH,7月29日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,261.52,432623,2668,331,3355.13918,333,4571.514349,129,1149.525804,2321,2025年7月,292,2950.902205,2,4649,1628,390,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,100643-Books & Magazines,Test,Group 3,Book&Magazines,0.000604499
TH,7月29日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,261.07,493338,2875,549,9106.835817,365,6114.351213,119,1097.24104,3833,2025年7月,291,5192.6244,1,7177,1673,496,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,100643-Books & Magazines,Test,Group 4,Book&Magazines,0.000529191
TH,7月29日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,473.41,675547,8464,1702,25115.60106,865,11385.48251,173,1754.249292,12385,2025年7月,697,8804.099335,7,27280,4694,1119,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,100643-Books & Magazines,Test,Group 5,Book&Magazines,0.00070078
TH,7月29日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,382.26,912866,8230,3198,46139.62187,1176,14871.32036,483,5988.914891,22637,2025年7月,1022,13248.52199,8,37752,4951,1797,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0-CONTROL-OPATEST,100631-Pets,Control,,Pet,0.000418747
TH,7月29日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,107.36,255910,2031,503,6781.777312,281,3208.369257,107,992.2712157,3496,2025年7月,233,2666.061091,0,5867,1113,484,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_1-OPATEST,100631-Pets,Test,Group 1,Pet,0.000419522
TH,7月29日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,114.84,247006,1733,551,7761.930041,304,3997.960956,137,1523.709816,3617,2025年7月,265,3228.161719,1,5782,1090,363,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_2-OPATEST,100631-Pets,Test,Group 2,Pet,0.000464928
TH,7月29日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,112.18,275546,1790,484,7382.830398,341,4800.868334,141,1291.292031,3052,2025年7月,297,3312.261362,0,4604,1077,369,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_3-OPATEST,100631-Pets,Test,Group 3,Pet,0.000407119
TH,7月29日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,108.63,322675,2047,505,6608.926284,284,3442.880897,128,1370.735312,3557,2025年7月,245,3115.131174,2,5582,1214,461,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_4-OPATEST,100631-Pets,Test,Group 4,Pet,0.000336655
TH,7月29日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,288.72,564206,5698,1319,15819.93041,857,10139.56706,322,3651.804409,9157,2025年7月,716,8437.756497,8,15837,3161,1250,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_5-OPATEST,100631-Pets,Test,Group 5,Pet,0.000511728
TH,7月29日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,1527.12,3120406,31239,6970,87072.91969,3427,41298.16141,950,9023.278729,51629,2025年7月,2797,34664.46268,24,100308,16007,6443,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,100638-Stationery,Control,,Stationary,0.000489398
TH,7月29日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,226.39,631291,4848,997,13596.9984,497,5681.849674,173,1718.684567,7612,2025年7月,424,5186.021985,3,14465,2274,1357,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_1-OPATEST,100638-Stationery,Test,Group 1,Stationary,0.000358614
TH,7月29日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,488.41,804154,5719,1157,12570.69836,806,8564.909472,262,2099.642813,8535,2025年7月,672,6728.599581,5,13376,3183,1245,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_2-OPATEST,100638-Stationery,Test,Group 2,Stationary,0.000607359
TH,7月29日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,487.87,958149,5992,1081,13729.78784,754,9932.580983,326,3557.088311,7658,2025年7月,660,8853.368641,3,12367,3266,1443,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_3-OPATEST,100638-Stationery,Test,Group 3,Stationary,0.00050918
TH,7月29日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,121.26,425572,2706,900,11209.59416,265,3396.169479,98,1225.150881,5981,2025年7月,222,2612.513856,2,11118,1274,878,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_4-OPATEST,100638-Stationery,Test,Group 4,Stationary,0.000284934
TH,7月29日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,594.26,1112360,12005,2516,30525.74886,1347,17134.39863,372,4421.689863,18635,2025年7月,1090,13960.26389,4,37900,6193,2589,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_5-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_5-OPATEST,100638-Stationery,Test,Group 5,Stationary,0.000534234
TH,7月30日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,637.41,1230353,10889,1394,33912.58745,638,16455.65802,422,10923.66671,10907,2025年7月,638,16455.65802,4,22886,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0-control-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0-CONTROL-OPATEST,100535-Audio,Control,,Audio,0.000518071
TH,7月30日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,70.32,134618,1167,240,7488.576179,49,1339.758591,29,812.507698,1789,2025年7月,49,1339.758591,0,3728,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_1-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_1-OPATEST,100535-Audio,Test,Group 1,Audio,0.000522367
TH,7月30日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,85.67,163690,1248,177,3476.167016,69,1913.135854,39,857.7411011,1278,2025年7月,69,1913.135854,0,2770,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_2-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_2-OPATEST,100535-Audio,Test,Group 2,Audio,0.000523367
TH,7月30日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,56.95,149579,1076,168,4172.792524,69,1437.738638,39,594.0386747,1114,2025年7月,69,1437.738638,2,2207,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_3-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_3-OPATEST,100535-Audio,Test,Group 3,Audio,0.000380735
TH,7月30日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,106.57,217333,1782,258,4142.936322,117,1825.409533,78,1236.328366,1644,2025年7月,117,1825.409533,3,3653,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_4-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_4-OPATEST,100535-Audio,Test,Group 4,Audio,0.000490354
TH,7月30日,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,268.36,454398,4625,641,18204.35275,278,11416.29388,168,7501.855216,4564,2025年7月,278,11416.29388,5,10548,0,0,TH_ALL_SEM_SHOPPING_NB_SP|AUDIO|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|audio|all|cpo1.0_5-opatest,Shopping Ads,AUDIO,AUDIO|ALL|CPO1.0_5-OPATEST,100535-Audio,Test,Group 5,Audio,0.000590584
TH,7月30日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,427.41,776774,9555,3888,50410.34025,541,7962.464589,273,4571.314201,29422,2025年7月,541,7962.464589,20,58577,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0-control-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0-CONTROL-OPATEST,100643-Books & Magazines,Control,,Book&Magazines,0.000550237
TH,7月30日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,64.59,143843,1519,420,7060.81414,91,800.9607094,42,338.3729523,3240,2025年7月,91,800.9607094,1,6503,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_1-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_1-OPATEST,100643-Books & Magazines,Test,Group 1,Book&Magazines,0.000449031
TH,7月30日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,260.4,358300,3412,513,6900.141643,226,3215.974874,115,1808.720286,3920,2025年7月,226,3215.974874,3,7867,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_2-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_2-OPATEST,100643-Books & Magazines,Test,Group 2,Book&Magazines,0.000726765
TH,7月30日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,261.02,407272,2919,464,8703.853615,260,4897.247198,157,1772.539722,4114,2025年7月,260,4897.247198,2,6326,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_3-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_3-OPATEST,100643-Books & Magazines,Test,Group 3,Book&Magazines,0.000640898
TH,7月30日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,131.31,292557,1967,484,5501.832122,128,1296.141766,86,785.256805,3709,2025年7月,128,1296.141766,3,6636,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_4-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_4-OPATEST,100643-Books & Magazines,Test,Group 4,Book&Magazines,0.000448836
TH,7月30日,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,171.29,304307,3886,1568,21267.98928,179,2144.014041,92,863.7763271,10955,2025年7月,179,2144.014041,4,23419,0,0,TH_ALL_SEM_SHOPPING_NB_SP|BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|books&magazines|all|cpo1.0_5-opatest,Shopping Ads,BOOKS&MAGAZINES,BOOKS&MAGAZINES|ALL|CPO1.0_5-OPATEST,100643-Books & Magazines,Test,Group 5,Book&Magazines,0.000562886
TH,7月30日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,385.66,892982,7796,2881,40358.71998,784,11729.80416,478,5458.523217,20673,2025年7月,784,11729.80416,10,34536,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0-control-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0-CONTROL-OPATEST,100631-Pets,Control,,Pet,0.000431879
TH,7月30日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,102.83,285126,2229,513,7607.125262,193,2362.236729,124,1420.495135,4077,2025年7月,193,2362.236729,3,6128,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_1-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_1-OPATEST,100631-Pets,Test,Group 1,Pet,0.000360648
TH,7月30日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,57.36,154282,1089,428,6045.079443,109,1912.273679,64,1132.128341,3009,2025年7月,109,1912.273679,1,4782,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_2-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_2-OPATEST,100631-Pets,Test,Group 2,Pet,0.000371787
TH,7月30日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,108.24,258316,1660,447,6454.751509,154,2162.084924,89,1095.639857,3129,2025年7月,154,2162.084924,2,4958,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_3-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_3-OPATEST,100631-Pets,Test,Group 3,Pet,0.000419022
TH,7月30日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,107.79,324680,2044,471,5382.497845,228,2620.796896,144,1647.986205,3196,2025年7月,228,2620.796896,1,5766,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_4-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_4-OPATEST,100631-Pets,Test,Group 4,Pet,0.000331988
TH,7月30日,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,276.08,609724,6166,1374,16236.78747,555,6261.15162,363,3925.606602,9283,2025年7月,555,6261.15162,11,17051,0,0,TH_ALL_SEM_SHOPPING_NB_SP|PETS|ALL|CPO1.0_5-OPATEST,th_all_sem_shopping_nb_sp|pets|all|cpo1.0_5-opatest,Shopping Ads,PETS,PETS|ALL|CPO1.0_5-OPATEST,100631-Pets,Test,Group 5,Pet,0.000452795
TH,7月30日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,1465.23,2686970,29714,7217,97628.61375,1842,28155.00924,903,13115.99335,51430,2025年7月,1842,28155.00924,17,102546,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0-control-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0-CONTROL-OPATEST,100638-Stationery,Control,,Stationary,0.000545309
TH,7月30日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,225.37,564015,4797,1067,11650.93608,317,2812.322946,195,1483.772632,8011,2025年7月,317,2812.322946,7,14807,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_1-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_1-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_1-OPATEST,100638-Stationery,Test,Group 1,Stationary,0.000399582
TH,7月30日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,489.16,772411,5766,1163,13846.56639,472,5554.982141,289,2682.922774,9031,2025年7月,472,5554.982141,6,14641,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_2-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_2-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_2-OPATEST,100638-Stationery,Test,Group 2,Stationary,0.00063329
TH,7月30日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,488.15,927734,5966,1108,14217.70939,500,5862.852568,304,3360.296835,8677,2025年7月,500,5862.852568,0,13303,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_3-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_3-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_3-OPATEST,100638-Stationery,Test,Group 3,Stationary,0.000526175
TH,7月30日,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,122.09,406772,2721,780,9585.655253,210,2245.096071,123,985.4969824,6020,2025年7月,210,2245.096071,1,10364,0,0,TH_ALL_SEM_SHOPPING_NB_SP|STATIONERY|ALL|CPO1.0_4-OPATEST,th_all_sem_shopping_nb_sp|stationery|all|cpo1.0_4-opatest,Shopping Ads,STATIONERY,STATIONERY|ALL|CPO1.0_4-OPATEST,100638-Stationery,Test,Group 4,Stationary,0.000300144
