coupon_id,cust_id,status,issue_date,expire_date,discount_amount,coupon_type,used_date,used_order_id,grass_date
CP00000528,1000551,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000529,1002906,已用,2025/11/28,2025/12/05,0.85,discount,2025/11/28,32,2025/12/18
CP00000530,1000743,已用,2025/11/28,2025/12/05,19.0,cash,2025/11/28,18,2025/12/18
CP00000531,1002574,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000532,1000333,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000533,1002960,过期,2025/11/28,2025/12/05,34.0,cash,,,2025/12/18
CP00000534,1000156,过期,2025/11/28,2025/12/05,6.0,cash,,,2025/12/18
CP00000535,1002636,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000536,1002888,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000537,1002182,过期,2025/11/28,2025/12/05,22.0,cash,,,2025/12/18
CP00000538,1000656,过期,2025/11/28,2025/12/05,14.0,cash,,,2025/12/18
CP00000539,1002266,过期,2025/11/28,2025/12/05,19.0,cash,,,2025/12/18
CP00000540,1001217,过期,2025/11/28,2025/12/05,28.0,cash,,,2025/12/18
CP00000541,1002398,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000542,1001588,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000543,1000572,已用,2025/11/28,2025/12/05,0.8,discount,2025/11/28,23,2025/12/18
CP00000544,1002875,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000545,1002287,过期,2025/11/28,2025/12/05,13.0,cash,,,2025/12/18
CP00000546,1000559,过期,2025/11/28,2025/12/05,24.0,cash,,,2025/12/18
CP00000547,1000033,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000548,1002092,过期,2025/11/28,2025/12/05,19.0,cash,,,2025/12/18
CP00000549,1001141,过期,2025/11/28,2025/12/05,0.85,discount,,,2025/12/18
CP00000550,1001274,过期,2025/11/28,2025/12/05,5.0,cash,,,2025/12/18
CP00000551,1002881,过期,2025/11/28,2025/12/05,25.0,cash,,,2025/12/18
CP00000552,1001047,过期,2025/11/28,2025/12/05,36.0,cash,,,2025/12/18
CP00000553,1000683,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000554,1000938,过期,2025/11/28,2025/12/05,31.0,cash,,,2025/12/18
CP00000555,1001777,已用,2025/11/28,2025/12/05,0.85,discount,2025/11/28,16,2025/12/18
CP00000556,1001919,已用,2025/11/28,2025/12/05,0.8,discount,2025/11/28,36,2025/12/18
CP00000557,1002117,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000558,1002299,过期,2025/11/28,2025/12/05,12.0,cash,,,2025/12/18
CP00000559,1000953,过期,2025/11/28,2025/12/05,16.0,cash,,,2025/12/18
CP00000560,1000453,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000561,1001236,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000562,1002676,过期,2025/11/28,2025/12/05,41.0,cash,,,2025/12/18
CP00000563,1000509,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000564,1002663,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000565,1002760,已用,2025/11/28,2025/12/05,0.9,discount,2025/11/28,12,2025/12/18
CP00000566,1002832,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000567,1002012,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000568,1002769,过期,2025/11/28,2025/12/05,13.0,cash,,,2025/12/18
CP00000569,1001731,过期,2025/11/28,2025/12/05,39.0,cash,,,2025/12/18
CP00000570,1002423,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000571,1000766,过期,2025/11/28,2025/12/05,23.0,cash,,,2025/12/18
CP00000572,1000803,过期,2025/11/28,2025/12/05,36.0,cash,,,2025/12/18
CP00000573,1002531,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000574,1000058,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000575,1000584,过期,2025/11/28,2025/12/05,44.0,cash,,,2025/12/18
CP00000576,1002000,过期,2025/11/28,2025/12/05,0.8,discount,,,2025/12/18
CP00000577,1002605,已用,2025/11/28,2025/12/05,0.8,discount,2025/11/28,20,2025/12/18
CP00000578,1001511,过期,2025/11/28,2025/12/05,42.0,cash,,,2025/12/18
CP00000579,1001297,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000580,1002958,已用,2025/11/28,2025/12/05,0.8,discount,2025/11/28,30,2025/12/18
CP00000581,1000126,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000582,1001061,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000583,1001555,过期,2025/11/28,2025/12/05,0.9,discount,,,2025/12/18
CP00000584,1001987,过期,2025/11/28,2025/12/05,47.0,cash,,,2025/12/18
CP00000585,1001094,过期,2025/11/28,2025/12/05,23.0,cash,,,2025/12/18
CP00000586,1000850,过期,2025/11/28,2025/12/05,20.0,cash,,,2025/12/18
CP00000587,1001419,过期,2025/11/28,2025/12/05,12.0,cash,,,2025/12/18
CP00000588,1002019,过期,2025/11/29,2025/12/06,0.85,discount,,,2025/12/18
CP00000589,1001595,已用,2025/11/29,2025/12/06,24.0,cash,2025/12/04,29,2025/12/18
CP00000590,1000873,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000591,1002807,过期,2025/11/29,2025/12/06,10.0,cash,,,2025/12/18
CP00000592,1002380,过期,2025/11/29,2025/12/06,0.85,discount,,,2025/12/18
CP00000593,1002757,已用,2025/11/29,2025/12/06,0.9,discount,2025/11/29,6,2025/12/18
CP00000594,1002621,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000595,1002438,过期,2025/11/29,2025/12/06,21.0,cash,,,2025/12/18
CP00000596,1000078,过期,2025/11/29,2025/12/06,0.85,discount,,,2025/12/18
CP00000597,1001023,过期,2025/11/29,2025/12/06,0.85,discount,,,2025/12/18
CP00000598,1001658,过期,2025/11/29,2025/12/06,28.0,cash,,,2025/12/18
CP00000599,1002036,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000600,1002664,过期,2025/11/29,2025/12/06,5.0,cash,,,2025/12/18
CP00000601,1001684,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000602,1002519,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000603,1001101,过期,2025/11/29,2025/12/06,17.0,cash,,,2025/12/18
CP00000604,1002275,过期,2025/11/29,2025/12/06,0.85,discount,,,2025/12/18
CP00000605,1000810,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000606,1001369,过期,2025/11/29,2025/12/06,38.0,cash,,,2025/12/18
CP00000607,1001008,已用,2025/11/29,2025/12/06,0.85,discount,2025/11/29,13,2025/12/18
CP00000608,1001160,已用,2025/11/29,2025/12/06,0.9,discount,2025/11/29,37,2025/12/18
CP00000609,1002535,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000610,1002635,已用,2025/11/29,2025/12/06,0.85,discount,2025/11/29,10,2025/12/18
CP00000611,1000463,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000612,1002021,过期,2025/11/29,2025/12/06,7.0,cash,,,2025/12/18
CP00000613,1002871,过期,2025/11/29,2025/12/06,11.0,cash,,,2025/12/18
CP00000614,1000470,过期,2025/11/29,2025/12/06,38.0,cash,,,2025/12/18
CP00000615,1000849,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000616,1000118,已用,2025/11/29,2025/12/06,0.8,discount,2025/11/29,48,2025/12/18
CP00000617,1000255,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000618,1000778,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000619,1002064,已用,2025/11/29,2025/12/06,0.8,discount,2025/11/29,36,2025/12/18
CP00000620,1002781,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000621,1000089,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000622,1002684,已用,2025/11/29,2025/12/06,0.85,discount,2025/11/29,1,2025/12/18
CP00000623,1002436,过期,2025/11/29,2025/12/06,48.0,cash,,,2025/12/18
CP00000624,1001378,过期,2025/11/29,2025/12/06,33.0,cash,,,2025/12/18
CP00000625,1000161,过期,2025/11/29,2025/12/06,6.0,cash,,,2025/12/18
CP00000626,1000530,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000627,1000354,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000628,1001404,过期,2025/11/29,2025/12/06,31.0,cash,,,2025/12/18
CP00000629,1000671,已用,2025/11/29,2025/12/06,0.9,discount,2025/11/29,25,2025/12/18
CP00000630,1000435,过期,2025/11/29,2025/12/06,23.0,cash,,,2025/12/18
CP00000631,1001744,已用,2025/11/29,2025/12/06,0.85,discount,2025/11/29,11,2025/12/18
CP00000632,1000737,已用,2025/11/29,2025/12/06,0.9,discount,2025/11/29,28,2025/12/18
CP00000633,1002533,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000634,1001193,过期,2025/11/29,2025/12/06,21.0,cash,,,2025/12/18
CP00000635,1000071,已用,2025/11/29,2025/12/06,0.85,discount,2025/11/29,19,2025/12/18
CP00000636,1000160,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000637,1000847,已用,2025/11/29,2025/12/06,36.0,cash,2025/11/29,12,2025/12/18
CP00000638,1000053,过期,2025/11/29,2025/12/06,20.0,cash,,,2025/12/18
CP00000639,1001671,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000640,1000109,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000641,1001018,过期,2025/11/29,2025/12/06,0.85,discount,,,2025/12/18
CP00000642,1001144,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000643,1002223,过期,2025/11/29,2025/12/06,27.0,cash,,,2025/12/18
CP00000644,1002497,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000645,1001381,过期,2025/11/29,2025/12/06,0.85,discount,,,2025/12/18
CP00000646,1001751,已用,2025/11/29,2025/12/06,0.9,discount,2025/11/29,35,2025/12/18
CP00000647,1002853,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000648,1001708,过期,2025/11/29,2025/12/06,0.85,discount,,,2025/12/18
CP00000649,1001486,过期,2025/11/29,2025/12/06,40.0,cash,,,2025/12/18
CP00000650,1002778,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000651,1001367,过期,2025/11/29,2025/12/06,42.0,cash,,,2025/12/18
CP00000652,1002872,过期,2025/11/29,2025/12/06,34.0,cash,,,2025/12/18
CP00000653,1000994,过期,2025/11/29,2025/12/06,44.0,cash,,,2025/12/18
CP00000654,1000292,过期,2025/11/29,2025/12/06,46.0,cash,,,2025/12/18
CP00000655,1001665,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000656,1002756,已用,2025/11/29,2025/12/06,0.9,discount,2025/11/29,21,2025/12/18
CP00000657,1001232,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000658,1000938,已用,2025/11/29,2025/12/06,0.8,discount,2025/11/29,39,2025/12/18
CP00000659,1002968,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000660,1001754,过期,2025/11/29,2025/12/06,44.0,cash,,,2025/12/18
CP00000661,1000026,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000662,1002691,过期,2025/11/29,2025/12/06,7.0,cash,,,2025/12/18
CP00000663,1000098,过期,2025/11/29,2025/12/06,38.0,cash,,,2025/12/18
CP00000664,1001585,过期,2025/11/29,2025/12/06,0.9,discount,,,2025/12/18
CP00000665,1001635,过期,2025/11/29,2025/12/06,31.0,cash,,,2025/12/18
CP00000666,1000291,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000667,1002636,过期,2025/11/29,2025/12/06,0.85,discount,,,2025/12/18
CP00000668,1003000,过期,2025/11/29,2025/12/06,18.0,cash,,,2025/12/18
CP00000669,1001255,过期,2025/11/29,2025/12/06,45.0,cash,,,2025/12/18
CP00000670,1000174,已用,2025/11/29,2025/12/06,38.0,cash,2025/11/29,45,2025/12/18
CP00000671,1001391,过期,2025/11/29,2025/12/06,0.85,discount,,,2025/12/18
CP00000672,1000654,过期,2025/11/29,2025/12/06,38.0,cash,,,2025/12/18
CP00000673,1001808,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000674,1000934,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000675,1000285,过期,2025/11/29,2025/12/06,37.0,cash,,,2025/12/18
CP00000676,1000333,过期,2025/11/29,2025/12/06,0.8,discount,,,2025/12/18
CP00000677,1000323,过期,2025/11/29,2025/12/06,29.0,cash,,,2025/12/18
CP00000678,1002508,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000679,1000859,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000680,1000248,过期,2025/11/30,2025/12/07,14.0,cash,,,2025/12/18
CP00000681,1000429,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000682,1001632,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000683,1002151,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000684,1000844,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000685,1000133,已用,2025/11/30,2025/12/07,50.0,cash,2025/11/30,10,2025/12/18
CP00000686,1000877,过期,2025/11/30,2025/12/07,0.9,discount,,,2025/12/18
CP00000687,1000387,过期,2025/11/30,2025/12/07,49.0,cash,,,2025/12/18
CP00000688,1002816,过期,2025/11/30,2025/12/07,14.0,cash,,,2025/12/18
CP00000689,1001742,过期,2025/11/30,2025/12/07,44.0,cash,,,2025/12/18
CP00000690,1000976,过期,2025/11/30,2025/12/07,0.9,discount,,,2025/12/18
CP00000691,1001122,过期,2025/11/30,2025/12/07,7.0,cash,,,2025/12/18
CP00000692,1002913,已用,2025/11/30,2025/12/07,0.9,discount,2025/11/30,33,2025/12/18
CP00000693,1001617,过期,2025/11/30,2025/12/07,47.0,cash,,,2025/12/18
CP00000694,1002886,过期,2025/11/30,2025/12/07,25.0,cash,,,2025/12/18
CP00000695,1001189,过期,2025/11/30,2025/12/07,45.0,cash,,,2025/12/18
CP00000696,1002828,过期,2025/11/30,2025/12/07,48.0,cash,,,2025/12/18
CP00000697,1002827,过期,2025/11/30,2025/12/07,37.0,cash,,,2025/12/18
CP00000698,1000344,过期,2025/11/30,2025/12/07,48.0,cash,,,2025/12/18
CP00000699,1001461,过期,2025/11/30,2025/12/07,0.85,discount,,,2025/12/18
CP00000700,1001628,已用,2025/11/30,2025/12/07,0.9,discount,2025/11/30,34,2025/12/18
CP00000701,1000949,过期,2025/11/30,2025/12/07,8.0,cash,,,2025/12/18
CP00000702,1001347,过期,2025/11/30,2025/12/07,19.0,cash,,,2025/12/18
CP00000703,1001669,过期,2025/11/30,2025/12/07,20.0,cash,,,2025/12/18
CP00000704,1002302,过期,2025/11/30,2025/12/07,0.9,discount,,,2025/12/18
CP00000705,1002047,过期,2025/11/30,2025/12/07,0.85,discount,,,2025/12/18
CP00000706,1002768,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000707,1000402,已用,2025/11/30,2025/12/07,12.0,cash,2025/12/02,36,2025/12/18
CP00000708,1000910,过期,2025/11/30,2025/12/07,0.9,discount,,,2025/12/18
CP00000709,1002106,过期,2025/11/30,2025/12/07,0.9,discount,,,2025/12/18
CP00000710,1002981,已用,2025/11/30,2025/12/07,0.85,discount,2025/11/30,27,2025/12/18
CP00000711,1002596,过期,2025/11/30,2025/12/07,0.85,discount,,,2025/12/18
CP00000712,1002756,已用,2025/11/30,2025/12/07,44.0,cash,2025/11/30,11,2025/12/18
CP00000713,1001680,过期,2025/11/30,2025/12/07,0.9,discount,,,2025/12/18
CP00000714,1000090,过期,2025/11/30,2025/12/07,0.85,discount,,,2025/12/18
CP00000715,1002229,已用,2025/11/30,2025/12/07,0.8,discount,2025/12/07,16,2025/12/18
CP00000716,1001292,过期,2025/11/30,2025/12/07,21.0,cash,,,2025/12/18
CP00000717,1001985,过期,2025/11/30,2025/12/07,0.85,discount,,,2025/12/18
CP00000718,1002922,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000719,1002925,已用,2025/11/30,2025/12/07,0.9,discount,2025/11/30,31,2025/12/18
CP00000720,1000466,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000721,1001156,已用,2025/11/30,2025/12/07,30.0,cash,2025/11/30,6,2025/12/18
CP00000722,1000952,已用,2025/11/30,2025/12/07,35.0,cash,2025/11/30,22,2025/12/18
CP00000723,1001976,过期,2025/11/30,2025/12/07,48.0,cash,,,2025/12/18
CP00000724,1001463,过期,2025/11/30,2025/12/07,0.85,discount,,,2025/12/18
CP00000725,1001005,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000726,1001863,过期,2025/11/30,2025/12/07,27.0,cash,,,2025/12/18
CP00000727,1002063,已用,2025/11/30,2025/12/07,0.85,discount,2025/11/30,19,2025/12/18
CP00000728,1000577,过期,2025/11/30,2025/12/07,0.85,discount,,,2025/12/18
CP00000729,1002731,过期,2025/11/30,2025/12/07,0.9,discount,,,2025/12/18
CP00000730,1001398,已用,2025/11/30,2025/12/07,41.0,cash,2025/12/06,23,2025/12/18
CP00000731,1002000,过期,2025/11/30,2025/12/07,39.0,cash,,,2025/12/18
CP00000732,1002381,过期,2025/11/30,2025/12/07,48.0,cash,,,2025/12/18
CP00000733,1000406,过期,2025/11/30,2025/12/07,0.8,discount,,,2025/12/18
CP00000734,1002223,已用,2025/11/30,2025/12/07,0.85,discount,2025/11/30,1,2025/12/18
CP00000735,1002990,过期,2025/11/30,2025/12/07,21.0,cash,,,2025/12/18
CP00000736,1002257,过期,2025/11/30,2025/12/07,8.0,cash,,,2025/12/18
CP00000737,1000099,过期,2025/11/30,2025/12/07,0.9,discount,,,2025/12/18
CP00000738,1001545,过期,2025/11/30,2025/12/07,28.0,cash,,,2025/12/18
CP00000739,1002067,过期,2025/12/01,2025/12/08,6.0,cash,,,2025/12/18
CP00000740,1000501,已用,2025/12/01,2025/12/08,0.85,discount,2025/12/01,10,2025/12/18
CP00000741,1000480,过期,2025/12/01,2025/12/08,0.85,discount,,,2025/12/18
CP00000742,1001728,已用,2025/12/01,2025/12/08,15.0,cash,2025/12/01,25,2025/12/18
CP00000743,1001497,过期,2025/12/01,2025/12/08,0.8,discount,,,2025/12/18
CP00000744,1001736,已用,2025/12/01,2025/12/08,0.9,discount,2025/12/01,26,2025/12/18
CP00000745,1002618,过期,2025/12/01,2025/12/08,35.0,cash,,,2025/12/18
CP00000746,1002868,过期,2025/12/01,2025/12/08,49.0,cash,,,2025/12/18
CP00000747,1002833,过期,2025/12/01,2025/12/08,0.85,discount,,,2025/12/18
CP00000748,1000886,已用,2025/12/01,2025/12/08,32.0,cash,2025/12/01,6,2025/12/18
CP00000749,1000350,过期,2025/12/01,2025/12/08,43.0,cash,,,2025/12/18
CP00000750,1001334,过期,2025/12/01,2025/12/08,0.9,discount,,,2025/12/18
CP00000751,1002789,过期,2025/12/01,2025/12/08,0.8,discount,,,2025/12/18
CP00000752,1000829,过期,2025/12/01,2025/12/08,0.9,discount,,,2025/12/18
CP00000753,1002326,过期,2025/12/01,2025/12/08,33.0,cash,,,2025/12/18
CP00000754,1001254,过期,2025/12/01,2025/12/08,45.0,cash,,,2025/12/18
CP00000755,1002640,过期,2025/12/01,2025/12/08,48.0,cash,,,2025/12/18
CP00000756,1000178,过期,2025/12/01,2025/12/08,8.0,cash,,,2025/12/18
CP00000757,1002068,过期,2025/12/01,2025/12/08,0.85,discount,,,2025/12/18
CP00000758,1000716,过期,2025/12/01,2025/12/08,0.85,discount,,,2025/12/18
CP00000759,1000579,过期,2025/12/01,2025/12/08,10.0,cash,,,2025/12/18
CP00000760,1001968,过期,2025/12/01,2025/12/08,21.0,cash,,,2025/12/18
CP00000761,1001173,过期,2025/12/01,2025/12/08,18.0,cash,,,2025/12/18
CP00000762,1001679,过期,2025/12/01,2025/12/08,0.9,discount,,,2025/12/18
CP00000763,1000278,过期,2025/12/01,2025/12/08,15.0,cash,,,2025/12/18
CP00000764,1000164,过期,2025/12/01,2025/12/08,0.85,discount,,,2025/12/18
CP00000765,1001925,已用,2025/12/01,2025/12/08,47.0,cash,2025/12/01,15,2025/12/18
CP00000766,1001286,过期,2025/12/01,2025/12/08,8.0,cash,,,2025/12/18
CP00000767,1001404,过期,2025/12/01,2025/12/08,41.0,cash,,,2025/12/18
CP00000768,1001461,过期,2025/12/01,2025/12/08,36.0,cash,,,2025/12/18
CP00000769,1001074,已用,2025/12/01,2025/12/08,7.0,cash,2025/12/01,1,2025/12/18
CP00000770,1000491,过期,2025/12/01,2025/12/08,0.8,discount,,,2025/12/18
CP00000771,1001860,过期,2025/12/01,2025/12/08,0.85,discount,,,2025/12/18
CP00000772,1001345,过期,2025/12/01,2025/12/08,0.8,discount,,,2025/12/18
CP00000773,1001018,过期,2025/12/01,2025/12/08,0.8,discount,,,2025/12/18
CP00000774,1000623,已用,2025/12/01,2025/12/08,32.0,cash,2025/12/01,7,2025/12/18
CP00000775,1000624,过期,2025/12/01,2025/12/08,0.85,discount,,,2025/12/18
CP00000776,1002301,过期,2025/12/01,2025/12/08,13.0,cash,,,2025/12/18
CP00000777,1001274,过期,2025/12/01,2025/12/08,8.0,cash,,,2025/12/18
CP00000778,1000510,已用,2025/12/01,2025/12/08,0.8,discount,2025/12/01,17,2025/12/18
CP00000779,1002977,过期,2025/12/01,2025/12/08,17.0,cash,,,2025/12/18
CP00000780,1001975,过期,2025/12/01,2025/12/08,0.9,discount,,,2025/12/18
CP00000781,1001649,过期,2025/12/01,2025/12/08,48.0,cash,,,2025/12/18
CP00000782,1002906,过期,2025/12/01,2025/12/08,20.0,cash,,,2025/12/18
CP00000783,1001266,过期,2025/12/01,2025/12/08,0.9,discount,,,2025/12/18
CP00000784,1001958,过期,2025/12/01,2025/12/08,0.85,discount,,,2025/12/18
CP00000785,1002088,过期,2025/12/01,2025/12/08,0.9,discount,,,2025/12/18
CP00000786,1000784,过期,2025/12/01,2025/12/08,0.8,discount,,,2025/12/18
CP00000787,1001492,过期,2025/12/01,2025/12/08,0.9,discount,,,2025/12/18
CP00000788,1000231,过期,2025/12/01,2025/12/08,0.85,discount,,,2025/12/18
CP00000789,1002310,已用,2025/12/01,2025/12/08,0.9,discount,2025/12/01,33,2025/12/18
CP00000790,1000812,过期,2025/12/01,2025/12/08,0.9,discount,,,2025/12/18
CP00000791,1001408,已用,2025/12/01,2025/12/08,0.9,discount,2025/12/01,4,2025/12/18
CP00000792,1002000,过期,2025/12/01,2025/12/08,0.9,discount,,,2025/12/18
CP00000793,1001430,过期,2025/12/01,2025/12/08,30.0,cash,,,2025/12/18
CP00000794,1001721,已用,2025/12/01,2025/12/08,0.9,discount,2025/12/01,9,2025/12/18
CP00000795,1002606,过期,2025/12/01,2025/12/08,0.9,discount,,,2025/12/18
CP00000796,1002821,过期,2025/12/01,2025/12/08,0.8,discount,,,2025/12/18
CP00000797,1002830,过期,2025/12/01,2025/12/08,40.0,cash,,,2025/12/18
CP00000798,1000514,过期,2025/12/02,2025/12/09,0.9,discount,,,2025/12/18
CP00000799,1002678,过期,2025/12/02,2025/12/09,0.85,discount,,,2025/12/18
CP00000800,1002794,过期,2025/12/02,2025/12/09,0.9,discount,,,2025/12/18
CP00000801,1000679,过期,2025/12/02,2025/12/09,43.0,cash,,,2025/12/18
CP00000802,1000402,过期,2025/12/02,2025/12/09,32.0,cash,,,2025/12/18
CP00000803,1000571,过期,2025/12/02,2025/12/09,34.0,cash,,,2025/12/18
CP00000804,1002050,已用,2025/12/02,2025/12/09,0.85,discount,2025/12/02,32,2025/12/18
CP00000805,1001283,过期,2025/12/02,2025/12/09,13.0,cash,,,2025/12/18
CP00000806,1001268,过期,2025/12/02,2025/12/09,5.0,cash,,,2025/12/18
CP00000807,1000467,过期,2025/12/02,2025/12/09,0.85,discount,,,2025/12/18
CP00000808,1000426,过期,2025/12/02,2025/12/09,0.85,discount,,,2025/12/18
CP00000809,1002631,过期,2025/12/02,2025/12/09,9.0,cash,,,2025/12/18
CP00000810,1002898,过期,2025/12/02,2025/12/09,0.9,discount,,,2025/12/18
CP00000811,1002880,过期,2025/12/02,2025/12/09,14.0,cash,,,2025/12/18
CP00000812,1002645,已用,2025/12/02,2025/12/09,0.85,discount,2025/12/02,13,2025/12/18
CP00000813,1001479,过期,2025/12/02,2025/12/09,0.9,discount,,,2025/12/18
CP00000814,1000287,过期,2025/12/02,2025/12/09,49.0,cash,,,2025/12/18
CP00000815,1001938,过期,2025/12/02,2025/12/09,0.9,discount,,,2025/12/18
CP00000816,1001060,过期,2025/12/02,2025/12/09,0.8,discount,,,2025/12/18
CP00000817,1002095,过期,2025/12/02,2025/12/09,21.0,cash,,,2025/12/18
CP00000818,1001893,过期,2025/12/02,2025/12/09,0.85,discount,,,2025/12/18
CP00000819,1000792,过期,2025/12/02,2025/12/09,25.0,cash,,,2025/12/18
CP00000820,1002273,过期,2025/12/02,2025/12/09,10.0,cash,,,2025/12/18
CP00000821,1001261,过期,2025/12/02,2025/12/09,40.0,cash,,,2025/12/18
CP00000822,1000838,过期,2025/12/02,2025/12/09,13.0,cash,,,2025/12/18
CP00000823,1001660,过期,2025/12/02,2025/12/09,0.85,discount,,,2025/12/18
CP00000824,1001087,过期,2025/12/02,2025/12/09,43.0,cash,,,2025/12/18
CP00000825,1001464,过期,2025/12/02,2025/12/09,12.0,cash,,,2025/12/18
CP00000826,1001973,过期,2025/12/02,2025/12/09,26.0,cash,,,2025/12/18
CP00000827,1000350,过期,2025/12/02,2025/12/09,33.0,cash,,,2025/12/18
CP00000828,1000123,过期,2025/12/02,2025/12/09,0.8,discount,,,2025/12/18
CP00000829,1000631,过期,2025/12/02,2025/12/09,0.8,discount,,,2025/12/18
CP00000830,1001467,过期,2025/12/02,2025/12/09,36.0,cash,,,2025/12/18
CP00000831,1000137,已用,2025/12/02,2025/12/09,17.0,cash,2025/12/02,24,2025/12/18
CP00000832,1001407,已用,2025/12/02,2025/12/09,36.0,cash,2025/12/02,17,2025/12/18
CP00000833,1002545,已用,2025/12/02,2025/12/09,32.0,cash,2025/12/02,25,2025/12/18
CP00000834,1002844,过期,2025/12/02,2025/12/09,48.0,cash,,,2025/12/18
CP00000835,1002589,过期,2025/12/02,2025/12/09,0.85,discount,,,2025/12/18
CP00000836,1002556,过期,2025/12/02,2025/12/09,34.0,cash,,,2025/12/18
CP00000837,1001449,过期,2025/12/02,2025/12/09,13.0,cash,,,2025/12/18
CP00000838,1000271,过期,2025/12/02,2025/12/09,29.0,cash,,,2025/12/18
CP00000839,1001712,过期,2025/12/02,2025/12/09,0.8,discount,,,2025/12/18
CP00000840,1002908,过期,2025/12/02,2025/12/09,25.0,cash,,,2025/12/18
CP00000841,1002225,过期,2025/12/02,2025/12/09,19.0,cash,,,2025/12/18
CP00000842,1001839,过期,2025/12/02,2025/12/09,7.0,cash,,,2025/12/18
