cust_id,open_id,orders_cnt,sex,n_age,ltv_360d,open_date,last_visit_date,city_level,create_timestamp,region,fixed_random_num,grass_date
1001229,op1001030,0,0,57,B,2025/12/11,2025/12/11,1,2025/12/11 0:00,西南,7,2025/12/11
1000720,op1000521,0,0,44,A,2025/11/21,2025/12/11,5,2025/12/11 0:00,华东,37,2025/12/11
1002773,op1002574,1,1,34,B,2025/11/20,2025/12/11,1,2025/12/11 0:00,西南,58,2025/12/11
1000215,op1000016,1,1,19,A,2025/12/11,2025/12/11,3,2025/12/11 0:00,华东,17,2025/12/11
1002266,op1002067,0,1,64,C,2025/11/28,2025/12/11,3,2025/12/11 0:00,西南,79,2025/12/11
1002780,op1002581,1,1,64,B,2025/12/11,2025/12/11,4,2025/12/11 0:00,西南,78,2025/12/11
1000734,op1000535,1,0,62,C,2025/12/11,2025/12/11,1,2025/12/11 0:00,华东,14,2025/12/11
1002280,op1002081,1,0,18,A,2025/12/11,2025/12/11,2,2025/12/11 0:00,华东,79,2025/12/11
1001778,op1001579,0,1,27,A,2025/12/04,2025/12/11,3,2025/12/11 0:00,华东,13,2025/12/11
1002293,op1002094,0,1,20,C,2025/12/06,2025/12/11,3,2025/12/11 0:00,西南,51,2025/12/11
1001786,op1001587,1,1,63,B,2025/12/06,2025/12/11,2,2025/12/11 0:00,西南,46,2025/12/11
1000766,op1000567,2,0,66,B,2025/11/28,2025/12/11,5,2025/12/11 0:00,西南,75,2025/12/11
1000259,op1000060,1,0,37,B,2025/12/11,2025/12/11,4,2025/12/11 0:00,华东,8,2025/12/11
1002311,op1002112,0,1,63,B,2025/12/11,2025/12/11,2,2025/12/11 0:00,西南,18,2025/12/11
1001802,op1001603,1,1,40,A,2025/12/11,2025/12/11,1,2025/12/11 0:00,西南,93,2025/12/11
1001806,op1001607,1,1,43,B,2025/12/11,2025/12/11,3,2025/12/11 0:00,西南,55,2025/12/11
1002831,op1002632,0,0,61,A,2025/12/11,2025/12/11,1,2025/12/11 0:00,华东,62,2025/12/11
1002340,op1002141,0,1,56,B,2025/12/11,2025/12/11,5,2025/12/11 0:00,华东,45,2025/12/11
1001326,op1001127,0,1,60,C,2025/12/11,2025/12/11,5,2025/12/11 0:00,西南,61,2025/12/11
1001842,op1001643,2,0,28,B,2025/12/04,2025/12/11,5,2025/12/11 0:00,西南,72,2025/12/11
1001847,op1001648,0,0,20,C,2025/12/10,2025/12/11,2,2025/12/11 0:00,西南,6,2025/12/11
1002877,op1002678,0,1,31,A,2025/12/11,2025/12/11,5,2025/12/11 0:00,华东,2,2025/12/11
1002878,op1002679,2,0,39,C,2025/12/03,2025/12/11,3,2025/12/11 0:00,西南,56,2025/12/11
1002366,op1002167,1,0,42,C,2025/12/11,2025/12/11,1,2025/12/11 0:00,西南,82,2025/12/11
1000323,op1000124,2,0,63,C,2025/11/29,2025/12/11,2,2025/12/11 0:00,西南,66,2025/12/11
1000850,op1000651,1,0,23,B,2025/11/28,2025/12/11,5,2025/12/11 0:00,西南,33,2025/12/11
1002386,op1002187,0,1,52,A,2025/12/11,2025/12/11,4,2025/12/11 0:00,华东,13,2025/12/11
1000351,op1000152,1,0,24,B,2025/12/11,2025/12/11,2,2025/12/11 0:00,西南,94,2025/12/11
1000864,op1000665,0,1,46,A,2025/11/27,2025/12/11,2,2025/12/11 0:00,西南,25,2025/12/11
1001889,op1001690,1,0,36,B,2025/12/11,2025/12/11,2,2025/12/11 0:00,西南,32,2025/12/11
1000867,op1000668,0,0,28,A,2025/12/11,2025/12/11,3,2025/12/11 0:00,西南,46,2025/12/11
1002404,op1002205,1,0,61,C,2025/12/11,2025/12/11,4,2025/12/11 0:00,西南,50,2025/12/11
1000361,op1000162,0,1,50,C,2025/12/11,2025/12/11,5,2025/12/11 0:00,西南,91,2025/12/11
1001921,op1001722,1,1,28,A,2025/12/11,2025/12/11,3,2025/12/11 0:00,西南,46,2025/12/11
1002436,op1002237,2,1,30,A,2025/11/29,2025/12/11,5,2025/12/11 0:00,华东,77,2025/12/11
1001931,op1001732,0,0,29,C,2025/12/11,2025/12/11,1,2025/12/11 0:00,西南,99,2025/12/11
1000398,op1000199,1,1,62,A,2025/12/11,2025/12/11,3,2025/12/11 0:00,西南,79,2025/12/11
1002959,op1002760,0,0,27,C,2025/12/11,2025/12/11,4,2025/12/11 0:00,西南,12,2025/12/11
1001425,op1001226,1,1,23,A,2025/11/26,2025/12/11,5,2025/12/11 0:00,西南,60,2025/12/11
1000928,op1000729,0,1,42,A,2025/12/11,2025/12/11,3,2025/12/11 0:00,华东,55,2025/12/11
1001955,op1001756,0,1,58,B,2025/12/11,2025/12/11,5,2025/12/11 0:00,华东,12,2025/12/11
1002469,op1002270,0,1,34,C,2025/12/11,2025/12/11,1,2025/12/11 0:00,华东,16,2025/12/11
1002471,op1002272,1,0,50,B,2025/12/11,2025/12/11,1,2025/12/11 0:00,西南,5,2025/12/11
1000437,op1000238,1,1,37,B,2025/12/11,2025/12/11,3,2025/12/11 0:00,西南,60,2025/12/11
1002489,op1002290,1,0,31,B,2025/11/26,2025/12/11,5,2025/12/11 0:00,华东,12,2025/12/11
1001988,op1001789,1,0,30,C,2025/11/27,2025/12/12,3,2025/12/12 0:00,西南,14,2025/12/12
1000969,op1000770,0,0,51,C,2025/12/12,2025/12/12,2,2025/12/12 0:00,华东,72,2025/12/12
1001490,op1001291,1,0,70,B,2025/12/12,2025/12/12,4,2025/12/12 0:00,华东,19,2025/12/12
1002514,op1002315,1,0,33,A,2025/12/12,2025/12/12,3,2025/12/12 0:00,华东,94,2025/12/12
1002520,op1002321,2,1,30,C,2025/11/24,2025/12/12,5,2025/12/12 0:00,西南,58,2025/12/12
1002010,op1001811,0,1,49,C,2025/12/12,2025/12/12,1,2025/12/12 0:00,西南,80,2025/12/12
1001503,op1001304,1,0,53,B,2025/11/20,2025/12/12,1,2025/12/12 0:00,华东,54,2025/12/12
1002529,op1002330,1,0,67,A,2025/11/25,2025/12/12,2,2025/12/12 0:00,西南,68,2025/12/12
1002021,op1001822,0,0,60,C,2025/11/29,2025/12/12,2,2025/12/12 0:00,华东,10,2025/12/12
1001000,op1000801,1,0,25,C,2025/12/12,2025/12/12,1,2025/12/12 0:00,华东,80,2025/12/12
1001012,op1000813,1,0,51,B,2025/12/12,2025/12/12,3,2025/12/12 0:00,西南,51,2025/12/12
1001022,op1000823,0,0,53,C,2025/12/12,2025/12/12,1,2025/12/12 0:00,华东,41,2025/12/12
1002048,op1001849,1,0,66,A,2025/12/12,2025/12/12,1,2025/12/12 0:00,华东,39,2025/12/12
1002060,op1001861,1,1,61,A,2025/12/12,2025/12/12,4,2025/12/12 0:00,华东,67,2025/12/12
1002063,op1001864,3,0,36,C,2025/11/30,2025/12/12,1,2025/12/12 0:00,华东,63,2025/12/12
1000543,op1000344,0,1,34,A,2025/12/12,2025/12/12,3,2025/12/12 0:00,华东,7,2025/12/12
1001568,op1001369,0,0,55,A,2025/12/12,2025/12/12,5,2025/12/12 0:00,华东,82,2025/12/12
1002097,op1001898,1,1,20,B,2025/12/12,2025/12/12,2,2025/12/12 0:00,西南,93,2025/12/12
1002101,op1001902,1,1,47,C,2025/11/25,2025/12/12,2,2025/12/12 0:00,西南,98,2025/12/12
1000566,op1000367,1,0,69,A,2025/12/12,2025/12/12,5,2025/12/12 0:00,西南,51,2025/12/12
1000570,op1000371,0,0,62,A,2025/11/20,2025/12/12,2,2025/12/12 0:00,西南,45,2025/12/12
1000584,op1000385,0,0,47,B,2025/11/28,2025/12/12,5,2025/12/12 0:00,西南,99,2025/12/12
1001612,op1001413,0,0,43,A,2025/12/12,2025/12/12,2,2025/12/12 0:00,华东,61,2025/12/12
1002644,op1002445,1,0,43,B,2025/12/12,2025/12/12,2,2025/12/12 0:00,西南,65,2025/12/12
1002137,op1001938,0,1,40,A,2025/12/11,2025/12/12,3,2025/12/12 0:00,西南,8,2025/12/12
1000604,op1000405,2,0,55,C,2025/11/22,2025/12/12,3,2025/12/12 0:00,华东,3,2025/12/12
1002142,op1001943,1,0,36,A,2025/11/24,2025/12/12,5,2025/12/12 0:00,西南,62,2025/12/12
1000103,op999904,0,0,35,B,2025/12/12,2025/12/12,4,2025/12/12 0:00,华东,50,2025/12/12
1001127,op1000928,2,1,42,B,2025/11/20,2025/12/12,2,2025/12/12 0:00,华东,55,2025/12/12
1000619,op1000420,0,0,29,A,2025/12/12,2025/12/12,5,2025/12/12 0:00,西南,95,2025/12/12
1000645,op1000446,1,1,37,A,2025/12/12,2025/12/12,1,2025/12/12 0:00,华东,51,2025/12/12
1000135,op999936,0,0,21,C,2025/12/10,2025/12/12,3,2025/12/12 0:00,华东,82,2025/12/12
1001163,op1000964,1,0,34,B,2025/12/12,2025/12/12,2,2025/12/12 0:00,西南,9,2025/12/12
1002702,op1002503,2,0,29,A,2025/12/09,2025/12/12,1,2025/12/12 0:00,华东,56,2025/12/12
1001678,op1001479,1,1,54,B,2025/12/12,2025/12/12,2,2025/12/12 0:00,西南,62,2025/12/12
1001681,op1001482,0,0,70,B,2025/12/12,2025/12/12,1,2025/12/12 0:00,西南,55,2025/12/12
1000658,op1000459,1,1,29,A,2025/12/12,2025/12/12,2,2025/12/12 0:00,华东,17,2025/12/12
1000661,op1000462,0,1,53,B,2025/12/12,2025/12/12,5,2025/12/12 0:00,西南,36,2025/12/12
1002715,op1002516,0,1,62,C,2025/12/12,2025/12/12,5,2025/12/12 0:00,华东,73,2025/12/12
1000676,op1000477,0,1,70,B,2025/12/12,2025/12/12,5,2025/12/12 0:00,西南,82,2025/12/12
1000174,op999975,2,1,24,C,2025/11/29,2025/12/12,4,2025/12/12 0:00,华东,93,2025/12/12
1002740,op1002541,1,1,47,C,2025/11/21,2025/12/12,3,2025/12/12 0:00,华东,58,2025/12/12
1000694,op1000495,1,1,28,C,2025/12/12,2025/12/12,5,2025/12/12 0:00,华东,38,2025/12/12
1000696,op1000497,2,1,59,A,2025/11/21,2025/12/12,2,2025/12/12 0:00,西南,29,2025/12/12
1000698,op1000499,2,1,47,A,2025/11/23,2025/12/12,4,2025/12/12 0:00,华东,82,2025/12/12
1001725,op1001526,1,1,32,C,2025/12/12,2025/12/12,3,2025/12/12 0:00,西南,86,2025/12/12
1002243,op1002044,2,0,20,B,2025/12/04,2025/12/12,1,2025/12/12 0:00,西南,84,2025/12/12
1002244,op1002045,1,1,26,C,2025/12/12,2025/12/12,3,2025/12/12 0:00,华东,10,2025/12/12
1001226,op1001027,0,1,63,C,2025/12/12,2025/12/12,1,2025/12/12 0:00,华东,50,2025/12/12
1001745,op1001546,1,0,54,A,2025/12/12,2025/12/12,4,2025/12/12 0:00,西南,38,2025/12/12
1001236,op1001037,2,0,48,C,2025/11/28,2025/12/12,5,2025/12/12 0:00,西南,58,2025/12/12
1000743,op1000544,1,1,21,C,2025/11/28,2025/12/12,2,2025/12/12 0:00,西南,52,2025/12/12
1000232,op1000033,1,1,54,A,2025/12/06,2025/12/12,4,2025/12/12 0:00,华东,78,2025/12/12
1000241,op1000042,1,0,36,C,2025/11/25,2025/12/12,5,2025/12/12 0:00,西南,68,2025/12/12
1001781,op1001582,1,1,53,B,2025/12/04,2025/12/12,5,2025/12/12 0:00,华东,7,2025/12/12
1000760,op1000561,0,0,24,B,2025/12/12,2025/12/12,5,2025/12/12 0:00,西南,65,2025/12/12
1001788,op1001589,1,0,37,C,2025/12/12,2025/12/12,1,2025/12/12 0:00,西南,53,2025/12/12
1001276,op1001077,1,1,54,B,2025/12/12,2025/12/12,3,2025/12/12 0:00,西南,89,2025/12/12
1000769,op1000570,0,0,60,A,2025/12/05,2025/12/12,2,2025/12/12 0:00,西南,97,2025/12/12
1001795,op1001596,1,1,28,C,2025/12/12,2025/12/12,5,2025/12/12 0:00,华东,23,2025/12/12
1002822,op1002623,1,1,66,A,2025/12/12,2025/12/12,4,2025/12/12 0:00,西南,70,2025/12/12
1001803,op1001604,1,0,43,B,2025/12/12,2025/12/12,1,2025/12/12 0:00,华东,56,2025/12/12
1002831,op1002632,1,0,61,A,2025/12/11,2025/12/12,1,2025/12/12 0:00,华东,62,2025/12/12
1002834,op1002635,1,1,32,C,2025/12/12,2025/12/12,4,2025/12/12 0:00,华东,13,2025/12/12
1001810,op1001611,0,0,26,B,2025/11/21,2025/12/12,4,2025/12/12 0:00,西南,5,2025/12/12
1000287,op1000088,2,0,63,C,2025/12/02,2025/12/12,3,2025/12/12 0:00,华东,18,2025/12/12
1002848,op1002649,0,1,53,C,2025/12/12,2025/12/12,5,2025/12/12 0:00,华东,19,2025/12/12
1002849,op1002650,1,0,50,A,2025/11/20,2025/12/12,1,2025/12/12 0:00,西南,66,2025/12/12
1001827,op1001628,1,1,63,B,2025/12/12,2025/12/12,2,2025/12/12 0:00,西南,7,2025/12/12
1002859,op1002660,0,1,37,B,2025/12/12,2025/12/12,5,2025/12/12 0:00,西南,50,2025/12/12
1002351,op1002152,0,1,18,B,2025/12/12,2025/12/12,4,2025/12/12 0:00,西南,99,2025/12/12
1002352,op1002153,1,0,37,B,2025/12/12,2025/12/12,3,2025/12/12 0:00,华东,78,2025/12/12
1000820,op1000621,2,0,41,B,2025/11/26,2025/12/12,2,2025/12/12 0:00,西南,18,2025/12/12
1002356,op1002157,0,1,45,A,2025/12/12,2025/12/12,4,2025/12/12 0:00,西南,6,2025/12/12
1002375,op1002176,0,0,32,A,2025/12/12,2025/12/12,3,2025/12/12 0:00,华东,9,2025/12/12
1002893,op1002694,1,1,33,C,2025/12/12,2025/12/12,3,2025/12/12 0:00,华东,49,2025/12/12
1000334,op1000135,1,1,57,C,2025/12/12,2025/12/12,1,2025/12/12 0:00,华东,76,2025/12/12
1002899,op1002700,1,0,32,C,2025/11/28,2025/12/12,5,2025/12/12 0:00,华东,5,2025/12/12
1002398,op1002199,1,1,53,C,2025/11/23,2025/12/12,2,2025/12/12 0:00,华东,59,2025/12/12
1000352,op1000153,1,1,66,B,2025/12/12,2025/12/12,3,2025/12/12 0:00,华东,52,2025/12/12
1002915,op1002716,1,1,26,A,2025/12/12,2025/12/12,3,2025/12/12 0:00,西南,68,2025/12/12
1000867,op1000668,0,0,28,A,2025/12/11,2025/12/12,3,2025/12/12 0:00,西南,46,2025/12/12
1002416,op1002217,1,0,54,C,2025/12/12,2025/12/12,3,2025/12/12 0:00,西南,92,2025/12/12
1002935,op1002736,1,1,45,C,2025/12/12,2025/12/12,1,2025/12/12 0:00,华东,20,2025/12/12
1002938,op1002739,1,1,32,A,2025/12/12,2025/12/12,1,2025/12/12 0:00,西南,2,2025/12/12
1001916,op1001717,1,0,50,C,2025/12/12,2025/12/12,5,2025/12/12 0:00,西南,58,2025/12/12
1000894,op1000695,0,1,41,B,2025/12/12,2025/12/12,3,2025/12/12 0:00,西南,24,2025/12/12
1000413,op1000214,0,0,59,B,2025/12/12,2025/12/12,1,2025/12/12 0:00,华东,69,2025/12/12
1001439,op1001240,0,1,62,C,2025/12/12,2025/12/12,4,2025/12/12 0:00,西南,12,2025/12/12
1002979,op1002780,1,1,68,C,2025/12/12,2025/12/12,3,2025/12/12 0:00,西南,18,2025/12/12
1000938,op1000739,3,1,29,A,2025/11/28,2025/12/12,3,2025/12/12 0:00,西南,2,2025/12/12
1001964,op1001765,1,1,39,A,2025/12/05,2025/12/12,5,2025/12/12 0:00,西南,31,2025/12/12
1002480,op1002281,1,0,38,B,2025/12/12,2025/12/12,2,2025/12/12 0:00,西南,29,2025/12/12
1000944,op1000745,0,0,25,A,2025/12/12,2025/12/12,4,2025/12/12 0:00,西南,2,2025/12/12
1001463,op1001264,2,0,67,C,2025/11/30,2025/12/12,3,2025/12/12 0:00,华东,89,2025/12/12
1000956,op1000757,0,1,52,B,2025/12/12,2025/12/12,4,2025/12/12 0:00,华东,100,2025/12/12
1001981,op1001782,0,1,40,B,2025/12/12,2025/12/12,5,2025/12/12 0:00,华东,21,2025/12/12
1001479,op1001280,0,1,46,C,2025/12/02,2025/12/13,2,2025/12/13 0:00,西南,90,2025/12/13
1001483,op1001284,1,1,51,B,2025/12/13,2025/12/13,2,2025/12/13 0:00,华东,4,2025/12/13
1002508,op1002309,2,0,25,B,2025/11/30,2025/12/13,4,2025/12/13 0:00,西南,69,2025/12/13
1001487,op1001288,1,0,47,B,2025/12/13,2025/12/13,2,2025/12/13 0:00,华东,45,2025/12/13
1001490,op1001291,1,0,70,B,2025/12/12,2025/12/13,4,2025/12/13 0:00,华东,19,2025/12/13
1002003,op1001804,1,1,25,A,2025/12/13,2025/12/13,4,2025/12/13 0:00,华东,77,2025/12/13
1002004,op1001805,1,1,55,B,2025/12/13,2025/12/13,2,2025/12/13 0:00,华东,37,2025/12/13
1002525,op1002326,0,1,45,C,2025/12/13,2025/12/13,1,2025/12/13 0:00,华东,13,2025/12/13
1000478,op1000279,1,1,27,A,2025/11/20,2025/12/13,2,2025/12/13 0:00,西南,36,2025/12/13
1001007,op1000808,1,1,59,A,2025/12/13,2025/12/13,1,2025/12/13 0:00,西南,85,2025/12/13
1002544,op1002345,0,1,37,A,2025/11/20,2025/12/13,5,2025/12/13 0:00,西南,20,2025/12/13
1002547,op1002348,1,0,63,C,2025/11/20,2025/12/13,4,2025/12/13 0:00,西南,29,2025/12/13
1002037,op1001838,1,1,33,A,2025/12/13,2025/12/13,5,2025/12/13 0:00,华东,36,2025/12/13
1002565,op1002366,1,1,24,C,2025/12/13,2025/12/13,1,2025/12/13 0:00,西南,41,2025/12/13
1002056,op1001857,2,1,51,A,2025/12/02,2025/12/13,3,2025/12/13 0:00,西南,43,2025/12/13
1002059,op1001860,1,1,54,B,2025/12/13,2025/12/13,3,2025/12/13 0:00,华东,2,2025/12/13
1002574,op1002375,3,0,46,A,2025/11/28,2025/12/13,2,2025/12/13 0:00,华东,86,2025/12/13
1002581,op1002382,2,1,33,B,2025/11/25,2025/12/13,5,2025/12/13 0:00,西南,10,2025/12/13
1002582,op1002383,1,0,38,C,2025/12/13,2025/12/13,2,2025/12/13 0:00,华东,13,2025/12/13
1002076,op1001877,0,0,53,A,2025/12/13,2025/12/13,4,2025/12/13 0:00,华东,97,2025/12/13
1002077,op1001878,1,0,57,B,2025/12/13,2025/12/13,2,2025/12/13 0:00,西南,17,2025/12/13
1000544,op1000345,0,1,58,B,2025/12/13,2025/12/13,2,2025/12/13 0:00,西南,84,2025/12/13
1001570,op1001371,1,0,26,A,2025/11/27,2025/12/13,1,2025/12/13 0:00,华东,40,2025/12/13
1001058,op1000859,0,1,20,A,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,48,2025/12/13
1002596,op1002397,3,0,24,B,2025/11/25,2025/12/13,5,2025/12/13 0:00,西南,53,2025/12/13
1002609,op1002410,0,1,30,C,2025/12/13,2025/12/13,2,2025/12/13 0:00,西南,59,2025/12/13
1002613,op1002414,1,0,51,A,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,97,2025/12/13
1000055,op999856,0,1,26,C,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,41,2025/12/13
1001599,op1001400,1,1,31,B,2025/12/13,2025/12/13,4,2025/12/13 0:00,西南,74,2025/12/13
1002625,op1002426,0,0,49,A,2025/11/22,2025/12/13,5,2025/12/13 0:00,华东,6,2025/12/13
1002118,op1001919,1,1,40,C,2025/12/13,2025/12/13,5,2025/12/13 0:00,华东,9,2025/12/13
1002645,op1002446,2,0,32,A,2025/12/02,2025/12/13,2,2025/12/13 0:00,西南,85,2025/12/13
1000086,op999887,1,1,23,A,2025/12/13,2025/12/13,3,2025/12/13 0:00,华东,26,2025/12/13
1002666,op1002467,0,1,37,C,2025/12/13,2025/12/13,4,2025/12/13 0:00,华东,26,2025/12/13
1000110,op999911,0,0,40,A,2025/12/13,2025/12/13,1,2025/12/13 0:00,华东,97,2025/12/13
1000628,op1000429,0,0,28,C,2025/12/13,2025/12/13,4,2025/12/13 0:00,西南,84,2025/12/13
1000631,op1000432,0,0,62,C,2025/12/02,2025/12/13,4,2025/12/13 0:00,华东,24,2025/12/13
1000121,op999922,1,1,38,A,2025/12/13,2025/12/13,1,2025/12/13 0:00,西南,58,2025/12/13
1002688,op1002489,1,0,49,B,2025/12/13,2025/12/13,2,2025/12/13 0:00,华东,84,2025/12/13
1001666,op1001467,1,1,66,A,2025/12/09,2025/12/13,5,2025/12/13 0:00,华东,8,2025/12/13
1001154,op1000955,0,0,61,A,2025/12/13,2025/12/13,1,2025/12/13 0:00,华东,53,2025/12/13
1002694,op1002495,2,1,44,C,2025/12/07,2025/12/13,3,2025/12/13 0:00,华东,45,2025/12/13
1001671,op1001472,1,1,39,A,2025/11/29,2025/12/13,2,2025/12/13 0:00,华东,86,2025/12/13
1002705,op1002506,1,1,64,C,2025/12/13,2025/12/13,5,2025/12/13 0:00,华东,57,2025/12/13
1002197,op1001998,0,1,65,B,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,90,2025/12/13
1001688,op1001489,1,1,59,C,2025/12/13,2025/12/13,1,2025/12/13 0:00,西南,5,2025/12/13
1001690,op1001491,0,1,34,C,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,82,2025/12/13
1002203,op1002004,0,0,27,A,2025/12/13,2025/12/13,2,2025/12/13 0:00,西南,67,2025/12/13
1002207,op1002008,1,0,32,C,2025/12/13,2025/12/13,3,2025/12/13 0:00,华东,13,2025/12/13
1002727,op1002528,0,1,28,B,2025/12/13,2025/12/13,1,2025/12/13 0:00,西南,14,2025/12/13
1002737,op1002538,2,0,63,C,2025/12/08,2025/12/13,5,2025/12/13 0:00,华东,32,2025/12/13
1000700,op1000501,2,1,51,B,2025/12/05,2025/12/13,4,2025/12/13 0:00,华东,20,2025/12/13
1001728,op1001529,1,1,42,C,2025/12/01,2025/12/13,4,2025/12/13 0:00,西南,30,2025/12/13
1002753,op1002554,1,0,25,A,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,48,2025/12/13
1001227,op1001028,1,1,51,A,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,97,2025/12/13
1001245,op1001046,0,0,68,B,2025/12/13,2025/12/13,2,2025/12/13 0:00,西南,48,2025/12/13
1000222,op1000023,1,1,42,C,2025/12/13,2025/12/13,5,2025/12/13 0:00,西南,59,2025/12/13
1000734,op1000535,1,0,62,C,2025/12/11,2025/12/13,1,2025/12/13 0:00,华东,14,2025/12/13
1001251,op1001052,2,1,40,A,2025/11/25,2025/12/13,3,2025/12/13 0:00,西南,70,2025/12/13
1001255,op1001056,1,1,48,B,2025/11/29,2025/12/13,5,2025/12/13 0:00,华东,73,2025/12/13
1001264,op1001065,1,1,40,B,2025/11/20,2025/12/13,4,2025/12/13 0:00,华东,28,2025/12/13
1002295,op1002096,2,0,54,A,2025/11/26,2025/12/13,4,2025/12/13 0:00,西南,63,2025/12/13
1000760,op1000561,1,0,24,B,2025/12/12,2025/12/13,5,2025/12/13 0:00,西南,65,2025/12/13
1001784,op1001585,1,0,60,A,2025/11/20,2025/12/13,2,2025/12/13 0:00,西南,73,2025/12/13
1001274,op1001075,2,1,62,C,2025/11/28,2025/12/13,2,2025/12/13 0:00,华东,16,2025/12/13
1002811,op1002612,0,1,27,C,2025/12/13,2025/12/13,2,2025/12/13 0:00,华东,65,2025/12/13
1001794,op1001595,0,1,33,C,2025/12/13,2025/12/13,5,2025/12/13 0:00,华东,78,2025/12/13
1000277,op1000078,1,1,20,B,2025/12/13,2025/12/13,3,2025/12/13 0:00,华东,57,2025/12/13
1000791,op1000592,1,0,24,A,2025/12/04,2025/12/13,5,2025/12/13 0:00,华东,81,2025/12/13
1002344,op1002145,1,0,26,B,2025/12/13,2025/12/13,2,2025/12/13 0:00,华东,28,2025/12/13
1002858,op1002659,1,1,35,B,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,69,2025/12/13
1001323,op1001124,1,1,46,B,2025/12/06,2025/12/13,1,2025/12/13 0:00,华东,23,2025/12/13
1000306,op1000107,2,0,49,C,2025/11/25,2025/12/13,4,2025/12/13 0:00,西南,67,2025/12/13
1001332,op1001133,0,1,40,A,2025/12/13,2025/12/13,2,2025/12/13 0:00,华东,31,2025/12/13
1002362,op1002163,0,1,33,A,2025/12/08,2025/12/13,1,2025/12/13 0:00,华东,17,2025/12/13
1001346,op1001147,1,1,60,C,2025/12/13,2025/12/13,2,2025/12/13 0:00,华东,81,2025/12/13
1002382,op1002183,0,0,65,C,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,38,2025/12/13
1002402,op1002203,0,1,33,A,2025/12/13,2025/12/13,4,2025/12/13 0:00,华东,78,2025/12/13
1001399,op1001200,0,0,38,C,2025/12/13,2025/12/13,5,2025/12/13 0:00,西南,19,2025/12/13
1002936,op1002737,0,1,39,C,2025/12/13,2025/12/13,4,2025/12/13 0:00,西南,19,2025/12/13
1002424,op1002225,0,1,31,A,2025/12/13,2025/12/13,2,2025/12/13 0:00,西南,78,2025/12/13
1000378,op1000179,2,0,70,C,2025/11/20,2025/12/13,3,2025/12/13 0:00,西南,18,2025/12/13
1002946,op1002747,1,0,32,A,2025/12/13,2025/12/13,4,2025/12/13 0:00,西南,35,2025/12/13
1002435,op1002236,1,0,30,B,2025/12/13,2025/12/13,1,2025/12/13 0:00,西南,11,2025/12/13
1002954,op1002755,1,1,48,A,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,16,2025/12/13
1000395,op1000196,1,1,66,B,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,75,2025/12/13
1000403,op1000204,1,0,21,C,2025/12/13,2025/12/13,5,2025/12/13 0:00,华东,74,2025/12/13
1001455,op1001256,1,1,44,C,2025/12/13,2025/12/13,3,2025/12/13 0:00,西南,21,2025/12/13
1001473,op1001274,1,1,44,B,2025/12/06,2025/12/14,4,2025/12/14 0:00,西南,4,2025/12/14
1001089,op1000890,0,1,35,C,2025/12/14,2025/12/14,3,2025/12/14 0:00,西南,86,2025/12/14
1001356,op1001157,1,0,64,B,2025/12/14,2025/12/14,1,2025/12/14 0:00,华东,11,2025/12/14
1002126,op1001927,1,0,20,B,2025/12/14,2025/12/14,4,2025/12/14 0:00,西南,26,2025/12/14
1000463,op1000264,2,1,61,C,2025/11/29,2025/12/14,3,2025/12/14 0:00,西南,97,2025/12/14
1001108,op1000909,1,1,52,C,2025/12/09,2025/12/14,2,2025/12/14 0:00,华东,85,2025/12/14
1001366,op1001167,1,1,70,B,2025/11/22,2025/12/14,1,2025/12/14 0:00,华东,95,2025/12/14
1000857,op1000658,0,1,67,C,2025/12/14,2025/12/14,4,2025/12/14 0:00,华东,85,2025/12/14
1002269,op1002070,1,1,31,B,2025/12/14,2025/12/14,2,2025/12/14 0:00,华东,68,2025/12/14
1001117,op1000918,0,0,57,C,2025/12/14,2025/12/14,4,2025/12/14 0:00,华东,38,2025/12/14
1001758,op1001559,0,0,63,C,2025/12/14,2025/12/14,2,2025/12/14 0:00,西南,90,2025/12/14
1002656,op1002457,1,1,52,B,2025/12/14,2025/12/14,2,2025/12/14 0:00,华东,37,2025/12/14
1000355,op1000156,2,1,70,C,2025/12/07,2025/12/14,5,2025/12/14 0:00,华东,17,2025/12/14
1000612,op1000413,0,1,30,C,2025/12/14,2025/12/14,5,2025/12/14 0:00,华东,81,2025/12/14
1000871,op1000672,1,0,34,A,2025/12/14,2025/12/14,4,2025/12/14 0:00,华东,72,2025/12/14
1002162,op1001963,1,1,41,B,2025/12/14,2025/12/14,3,2025/12/14 0:00,华东,16,2025/12/14
1001651,op1001452,1,1,67,A,2025/11/27,2025/12/14,2,2025/12/14 0:00,西南,31,2025/12/14
1002932,op1002733,0,0,50,A,2025/12/14,2025/12/14,5,2025/12/14 0:00,西南,4,2025/12/14
