biz_no,open_id,session_id,app_page,action_type,time_spent,device_type,location,action_time,ip_city,page_value,grass_date
179,op1000210,op1000210_20251205_1,cart_page,click,28192,tablet,深圳,2025-12-05 17:45:01,天津,,2025-12-05
180,op1000210,op1000210_20251205_1,product_page,scroll,3427,tablet,北京,2025-12-05 17:49:20,苏州,90068,2025-12-05
181,op1000210,op1000210_20251205_1,profile_page,swipe,9564,mobile,武汉,2025-12-05 17:51:25,杭州,,2025-12-05
182,op1000210,op1000210_20251205_2,home_page,tap,8291,tablet,南京,2025-12-05 01:34:15,苏州,,2025-12-05
183,op1000210,op1000210_20251205_2,search_page,input,6997,tablet,成都,2025-12-05 01:37:58,广州,服装,2025-12-05
184,op1000472,op1000472_20251205_1,home_page,swipe,2803,desktop,成都,2025-12-05 12:37:29,天津,,2025-12-05
185,op1000472,op1000472_20251205_1,profile_page,click,2254,tablet,上海,2025-12-05 12:42:50,成都,,2025-12-05
186,op1000472,op1000472_20251205_1,product_page,click,25242,tablet,广州,2025-12-05 12:47:12,深圳,90153,2025-12-05
187,op1000472,op1000472_20251205_2,home_page,click,17254,tablet,西安,2025-12-05 19:25:29,深圳,,2025-12-05
188,op1000472,op1000472_20251205_2,search_page,input,15611,tablet,深圳,2025-12-05 19:26:32,北京,服装,2025-12-05
189,op1000472,op1000472_20251205_2,search_page,click,10664,tablet,南京,2025-12-05 19:30:06,杭州,服装,2025-12-05
190,op1000472,op1000472_20251205_2,product_page,scroll,14939,desktop,武汉,2025-12-05 19:31:36,天津,90153,2025-12-05
191,op1000472,op1000472_20251205_2,product_page,tap,26164,tablet,西安,2025-12-05 19:35:53,北京,90021,2025-12-05
192,op999833,op999833_20251205_1,home_page,swipe,22373,mobile,重庆,2025-12-05 14:57:16,南京,,2025-12-05
193,op999833,op999833_20251205_1,profile_page,input,4342,mobile,北京,2025-12-05 14:59:46,杭州,,2025-12-05
194,op999833,op999833_20251205_1,profile_page,scroll,3257,desktop,西安,2025-12-05 15:04:04,上海,,2025-12-05
195,op999833,op999833_20251205_1,profile_page,scroll,4388,tablet,北京,2025-12-05 15:09:00,成都,,2025-12-05
196,op999833,op999833_20251205_2,home_page,swipe,19467,tablet,杭州,2025-12-05 17:57:51,深圳,,2025-12-05
197,op999833,op999833_20251205_2,profile_page,input,6563,tablet,深圳,2025-12-05 18:01:46,北京,,2025-12-05
198,op999833,op999833_20251205_3,home_page,swipe,27966,mobile,上海,2025-12-05 01:33:33,北京,,2025-12-05
199,op999833,op999833_20251205_3,product_page,click,15954,mobile,广州,2025-12-05 01:35:49,北京,90177,2025-12-05
200,op999833,op999833_20251205_3,product_page,swipe,27103,mobile,杭州,2025-12-05 01:41:43,南京,90135,2025-12-05
201,op1000474,op1000474_20251205_1,home_page,scroll,3847,mobile,成都,2025-12-05 03:38:39,广州,,2025-12-05
202,op1000474,op1000474_20251205_1,product_page,tap,7215,mobile,南京,2025-12-05 03:40:01,成都,90052,2025-12-05
203,op1000474,op1000474_20251205_1,cart_page,scroll,2544,mobile,北京,2025-12-05 03:42:29,武汉,,2025-12-05
204,op1000474,op1000474_20251205_1,cart_page,swipe,10989,tablet,成都,2025-12-05 03:48:12,深圳,,2025-12-05
205,op1001639,op1001639_20251205_1,home_page,scroll,23028,tablet,深圳,2025-12-05 23:42:39,上海,,2025-12-05
206,op1001639,op1001639_20251205_1,product_page,input,10243,desktop,上海,2025-12-05 23:46:43,天津,90135,2025-12-05
207,op1002793,op1002793_20251205_1,home_page,click,3459,tablet,上海,2025-12-05 08:04:49,成都,,2025-12-05
208,op1002793,op1002793_20251205_1,cart_page,input,24243,mobile,西安,2025-12-05 08:09:26,深圳,,2025-12-05
209,op1002793,op1002793_20251205_1,search_page,click,7819,mobile,武汉,2025-12-05 08:10:45,成都,食品,2025-12-05
210,op1002793,op1002793_20251205_1,home_page,swipe,20149,desktop,成都,2025-12-05 08:12:42,成都,,2025-12-05
211,op1002793,op1002793_20251205_1,product_page,scroll,25759,mobile,深圳,2025-12-05 08:14:21,成都,90099,2025-12-05
212,op1000754,op1000754_20251205_1,home_page,swipe,11306,desktop,南京,2025-12-05 05:47:59,天津,,2025-12-05
213,op1000754,op1000754_20251205_1,profile_page,scroll,19999,mobile,深圳,2025-12-05 05:50:57,成都,,2025-12-05
214,op1000754,op1000754_20251205_2,home_page,tap,16826,desktop,广州,2025-12-05 16:42:31,苏州,,2025-12-05
215,op1000754,op1000754_20251205_2,cart_page,swipe,10318,tablet,深圳,2025-12-05 16:46:12,天津,,2025-12-05
216,op1000754,op1000754_20251205_2,search_page,tap,15336,tablet,南京,2025-12-05 16:51:59,北京,服装,2025-12-05
217,op1000754,op1000754_20251205_2,profile_page,swipe,26265,mobile,深圳,2025-12-05 16:56:38,杭州,,2025-12-05
218,op1000754,op1000754_20251205_2,product_page,input,27737,mobile,成都,2025-12-05 17:01:12,上海,90095,2025-12-05
219,op1000754,op1000754_20251205_3,home_page,tap,26163,desktop,成都,2025-12-05 14:45:36,北京,,2025-12-05
220,op1000754,op1000754_20251205_3,product_page,tap,26059,tablet,西安,2025-12-05 14:47:56,深圳,90095,2025-12-05
221,op1000501,op1000501_20251205_1,home_page,input,14818,mobile,杭州,2025-12-05 23:53:55,深圳,,2025-12-05
222,op1000501,op1000501_20251205_1,product_page,click,24060,tablet,重庆,2025-12-05 23:55:32,上海,90082,2025-12-05
223,op1000501,op1000501_20251205_1,cart_page,scroll,20039,desktop,南京,2025-12-05 23:59:58,上海,,2025-12-05
224,op1000501,op1000501_20251205_1,profile_page,tap,22723,mobile,西安,2025-12-05 23:59:58,上海,,2025-12-05
225,op1001398,op1001398_20251205_1,home_page,scroll,4543,tablet,重庆,2025-12-05 12:13:45,深圳,,2025-12-05
226,op1001398,op1001398_20251205_1,search_page,scroll,12698,mobile,重庆,2025-12-05 12:17:26,苏州,数码,2025-12-05
227,op1001398,op1001398_20251205_1,profile_page,input,29846,tablet,西安,2025-12-05 12:19:51,成都,,2025-12-05
228,op1001398,op1001398_20251205_1,product_page,scroll,3789,desktop,成都,2025-12-05 12:22:06,苏州,90163,2025-12-05
229,op1001398,op1001398_20251205_1,search_page,swipe,13620,mobile,重庆,2025-12-05 12:24:37,成都,服装,2025-12-05
230,op999921,op999921_20251205_1,home_page,input,12482,desktop,上海,2025-12-05 01:47:28,广州,,2025-12-05
231,op999921,op999921_20251205_1,product_page,click,28642,mobile,西安,2025-12-05 01:51:30,成都,90180,2025-12-05
232,op999921,op999921_20251205_1,product_page,click,10988,tablet,南京,2025-12-05 01:54:46,杭州,90168,2025-12-05
233,op999921,op999921_20251205_2,home_page,input,6440,mobile,武汉,2025-12-05 18:04:47,杭州,,2025-12-05
234,op999921,op999921_20251205_2,product_page,tap,22795,mobile,杭州,2025-12-05 18:05:56,深圳,90078,2025-12-05
235,op999921,op999921_20251205_2,search_page,input,14783,tablet,杭州,2025-12-05 18:09:49,广州,数码,2025-12-05
236,op999921,op999921_20251205_2,profile_page,scroll,2597,mobile,西安,2025-12-05 18:11:42,广州,,2025-12-05
237,op999921,op999921_20251205_2,home_page,tap,2454,tablet,广州,2025-12-05 18:17:21,广州,,2025-12-05
238,op999921,op999921_20251205_3,home_page,scroll,4039,tablet,西安,2025-12-05 04:37:59,苏州,,2025-12-05
239,op999921,op999921_20251205_3,product_page,scroll,5712,tablet,北京,2025-12-05 04:43:15,天津,90120,2025-12-05
240,op999921,op999921_20251205_3,product_page,tap,13789,tablet,南京,2025-12-05 04:44:41,上海,90023,2025-12-05
241,op999921,op999921_20251205_3,home_page,swipe,21323,tablet,广州,2025-12-05 04:46:20,苏州,,2025-12-05
242,op1002561,op1002561_20251205_1,home_page,swipe,21153,desktop,广州,2025-12-05 19:41:56,深圳,,2025-12-05
243,op1002561,op1002561_20251205_1,cart_page,input,16411,mobile,深圳,2025-12-05 19:46:50,苏州,,2025-12-05
244,op1002561,op1002561_20251205_1,cart_page,input,1175,mobile,南京,2025-12-05 19:51:32,武汉,,2025-12-05
245,op1002561,op1002561_20251205_1,profile_page,input,10115,mobile,西安,2025-12-05 19:56:52,成都,,2025-12-05
246,op1002561,op1002561_20251205_2,home_page,input,7985,mobile,南京,2025-12-05 10:16:35,苏州,,2025-12-05
247,op1002561,op1002561_20251205_2,cart_page,scroll,16539,tablet,西安,2025-12-05 10:21:42,广州,,2025-12-05
248,op1002041,op1002041_20251205_1,home_page,tap,21326,desktop,上海,2025-12-05 01:58:31,南京,,2025-12-05
249,op1002041,op1002041_20251205_1,search_page,tap,5558,desktop,上海,2025-12-05 02:03:18,北京,数码,2025-12-05
250,op1002041,op1002041_20251205_1,product_page,input,18826,tablet,武汉,2025-12-05 02:06:27,苏州,90011,2025-12-05
251,op1002041,op1002041_20251205_1,search_page,tap,18252,tablet,重庆,2025-12-05 02:07:48,上海,服装,2025-12-05
252,op999945,op999945_20251205_1,home_page,scroll,18489,mobile,武汉,2025-12-05 20:20:32,上海,,2025-12-05
253,op999945,op999945_20251205_1,home_page,scroll,17042,mobile,南京,2025-12-05 20:23:22,武汉,,2025-12-05
254,op1001563,op1001563_20251205_1,home_page,input,23249,mobile,杭州,2025-12-05 10:47:03,北京,,2025-12-05
255,op1001563,op1001563_20251205_1,search_page,tap,17576,tablet,重庆,2025-12-05 10:50:52,深圳,食品,2025-12-05
256,op1001563,op1001563_20251205_1,product_page,scroll,28023,desktop,重庆,2025-12-05 10:53:41,苏州,90186,2025-12-05
257,op1001563,op1001563_20251205_2,home_page,swipe,10022,desktop,重庆,2025-12-05 23:57:05,南京,,2025-12-05
258,op1001563,op1001563_20251205_2,home_page,swipe,15698,desktop,成都,2025-12-05 23:59:58,上海,,2025-12-05
259,op1001563,op1001563_20251205_2,product_page,tap,7490,desktop,南京,2025-12-05 23:59:58,南京,90126,2025-12-05
260,op1001563,op1001563_20251205_2,home_page,scroll,5797,mobile,武汉,2025-12-05 23:59:58,北京,,2025-12-05
261,op1001563,op1001563_20251205_3,home_page,swipe,13221,mobile,广州,2025-12-05 01:17:43,北京,,2025-12-05
262,op1001563,op1001563_20251205_3,profile_page,swipe,2330,tablet,重庆,2025-12-05 01:18:54,天津,,2025-12-05
263,op1001563,op1001563_20251205_3,cart_page,click,16102,desktop,深圳,2025-12-05 01:21:41,深圳,,2025-12-05
264,op1000469,op1000469_20251205_1,home_page,click,26975,desktop,重庆,2025-12-05 09:53:34,南京,,2025-12-05
265,op1000469,op1000469_20251205_1,search_page,click,2187,mobile,重庆,2025-12-05 09:59:28,深圳,数码,2025-12-05
266,op1000469,op1000469_20251205_2,home_page,scroll,10136,tablet,深圳,2025-12-05 17:57:25,广州,,2025-12-05
267,op1000469,op1000469_20251205_2,home_page,scroll,20328,tablet,重庆,2025-12-05 18:00:18,武汉,,2025-12-05
268,op1000469,op1000469_20251205_2,search_page,swipe,18955,mobile,南京,2025-12-05 18:02:18,北京,数码,2025-12-05
269,op1000469,op1000469_20251205_2,cart_page,tap,29860,desktop,成都,2025-12-05 18:07:11,深圳,,2025-12-05
270,op1000469,op1000469_20251205_2,search_page,swipe,26807,mobile,杭州,2025-12-05 18:08:36,天津,服装,2025-12-05
271,op1001663,op1001663_20251205_1,home_page,input,4174,tablet,成都,2025-12-05 03:10:45,广州,,2025-12-05
272,op1001663,op1001663_20251205_1,profile_page,scroll,11175,tablet,重庆,2025-12-05 03:13:35,武汉,,2025-12-05
273,op1001663,op1001663_20251205_1,profile_page,scroll,3183,desktop,成都,2025-12-05 03:14:38,苏州,,2025-12-05
274,op1001663,op1001663_20251205_1,search_page,input,15129,mobile,杭州,2025-12-05 03:20:15,深圳,数码,2025-12-05
275,op1001663,op1001663_20251205_1,profile_page,input,10715,desktop,重庆,2025-12-05 03:23:19,武汉,,2025-12-05
276,op1001663,op1001663_20251205_2,home_page,scroll,4323,tablet,广州,2025-12-05 14:29:00,杭州,,2025-12-05
277,op1001663,op1001663_20251205_2,profile_page,click,27806,mobile,南京,2025-12-05 14:30:05,南京,,2025-12-05
278,op1001663,op1001663_20251205_2,cart_page,click,9252,tablet,杭州,2025-12-05 14:32:31,天津,,2025-12-05
279,op1001663,op1001663_20251205_2,search_page,swipe,19361,mobile,广州,2025-12-05 14:36:19,南京,服装,2025-12-05
280,op1001663,op1001663_20251205_2,search_page,input,26655,mobile,广州,2025-12-05 14:38:21,广州,服装,2025-12-05
281,op1000506,op1000506_20251205_1,home_page,input,8107,desktop,重庆,2025-12-05 07:33:14,天津,,2025-12-05
282,op1000506,op1000506_20251205_1,home_page,input,15252,desktop,南京,2025-12-05 07:38:36,深圳,,2025-12-05
283,op1000506,op1000506_20251205_1,product_page,swipe,26351,tablet,成都,2025-12-05 07:43:37,苏州,90174,2025-12-05
284,op1000506,op1000506_20251205_1,profile_page,tap,28747,desktop,杭州,2025-12-05 07:46:18,苏州,,2025-12-05
285,op1000506,op1000506_20251205_1,product_page,swipe,9247,mobile,北京,2025-12-05 07:50:02,广州,90048,2025-12-05
286,op1000506,op1000506_20251205_2,home_page,scroll,21701,tablet,成都,2025-12-05 22:04:59,杭州,,2025-12-05
287,op1000506,op1000506_20251205_2,search_page,swipe,14420,desktop,西安,2025-12-05 22:07:12,广州,服装,2025-12-05
288,op1000506,op1000506_20251205_2,profile_page,swipe,2262,tablet,武汉,2025-12-05 22:09:45,南京,,2025-12-05
289,op1000506,op1000506_20251205_2,profile_page,swipe,7273,tablet,西安,2025-12-05 22:15:43,南京,,2025-12-05
290,op1000506,op1000506_20251205_3,home_page,click,24666,mobile,北京,2025-12-05 14:08:16,北京,,2025-12-05
291,op1000506,op1000506_20251205_3,product_page,scroll,24533,tablet,武汉,2025-12-05 14:13:14,北京,90045,2025-12-05
292,op1000506,op1000506_20251205_3,profile_page,swipe,29429,tablet,北京,2025-12-05 14:15:24,成都,,2025-12-05
293,op1000506,op1000506_20251205_3,product_page,tap,28815,desktop,上海,2025-12-05 14:19:45,南京,90145,2025-12-05
294,op1000506,op1000506_20251205_3,home_page,tap,27646,desktop,深圳,2025-12-05 14:25:07,广州,,2025-12-05
295,op1002177,op1002177_20251205_1,home_page,swipe,23851,desktop,南京,2025-12-05 09:57:03,天津,,2025-12-05
296,op1002177,op1002177_20251205_1,home_page,click,14645,desktop,北京,2025-12-05 09:58:04,天津,,2025-12-05
297,op1002177,op1002177_20251205_1,cart_page,scroll,24716,mobile,重庆,2025-12-05 10:00:22,广州,,2025-12-05
298,op1002177,op1002177_20251205_1,home_page,click,11084,desktop,南京,2025-12-05 10:05:53,上海,,2025-12-05
299,op1002177,op1002177_20251205_1,cart_page,tap,8509,tablet,深圳,2025-12-05 10:10:44,北京,,2025-12-05
300,op1002177,op1002177_20251205_2,home_page,click,25247,mobile,南京,2025-12-05 05:30:22,南京,,2025-12-05
301,op1002177,op1002177_20251205_2,cart_page,input,8039,tablet,成都,2025-12-05 05:33:01,广州,,2025-12-05
302,op1002177,op1002177_20251205_2,home_page,swipe,22567,tablet,南京,2025-12-05 05:34:02,深圳,,2025-12-05
303,op1001765,op1001765_20251205_1,home_page,swipe,6861,desktop,重庆,2025-12-05 03:31:22,南京,,2025-12-05
304,op1001765,op1001765_20251205_1,search_page,tap,27887,mobile,上海,2025-12-05 03:36:54,成都,数码,2025-12-05
305,op1001765,op1001765_20251205_1,profile_page,input,29934,desktop,深圳,2025-12-05 03:41:17,上海,,2025-12-05
306,op1001765,op1001765_20251205_1,profile_page,swipe,12980,tablet,武汉,2025-12-05 03:43:51,广州,,2025-12-05
307,op1001765,op1001765_20251205_2,home_page,click,10319,tablet,北京,2025-12-05 11:07:17,深圳,,2025-12-05
308,op1001765,op1001765_20251205_2,search_page,tap,4793,desktop,上海,2025-12-05 11:13:07,上海,食品,2025-12-05
309,op1001765,op1001765_20251205_2,search_page,scroll,19785,mobile,杭州,2025-12-05 11:14:10,杭州,食品,2025-12-05
310,op1001765,op1001765_20251205_2,search_page,input,4455,desktop,深圳,2025-12-05 11:18:37,天津,服装,2025-12-05
311,op1001765,op1001765_20251205_2,search_page,click,19163,mobile,武汉,2025-12-05 11:19:40,南京,数码,2025-12-05
312,op1001047,op1001047_20251205_1,home_page,scroll,25049,mobile,武汉,2025-12-05 22:37:52,上海,,2025-12-05
313,op1001047,op1001047_20251205_1,profile_page,scroll,18624,mobile,武汉,2025-12-05 22:42:29,南京,,2025-12-05
314,op1001047,op1001047_20251205_1,cart_page,swipe,6099,desktop,上海,2025-12-05 22:43:53,杭州,,2025-12-05
315,op1001047,op1001047_20251205_1,product_page,tap,27994,desktop,杭州,2025-12-05 22:46:26,北京,90068,2025-12-05
316,op1001047,op1001047_20251205_1,cart_page,swipe,8607,desktop,深圳,2025-12-05 22:51:21,成都,,2025-12-05
317,op1001047,op1001047_20251205_2,home_page,swipe,17473,mobile,武汉,2025-12-05 00:23:04,广州,,2025-12-05
318,op1001047,op1001047_20251205_2,search_page,tap,27758,desktop,南京,2025-12-05 00:27:58,天津,服装,2025-12-05
319,op1001047,op1001047_20251205_2,search_page,scroll,11274,tablet,杭州,2025-12-05 00:30:18,广州,数码,2025-12-05
320,op1001047,op1001047_20251205_2,cart_page,tap,6042,desktop,西安,2025-12-05 00:34:01,成都,,2025-12-05
321,op1001047,op1001047_20251205_2,product_page,tap,17258,tablet,广州,2025-12-05 00:38:24,苏州,90040,2025-12-05
322,op1001047,op1001047_20251205_3,home_page,click,12644,desktop,广州,2025-12-05 00:40:27,天津,,2025-12-05
323,op1001047,op1001047_20251205_3,product_page,swipe,14163,mobile,广州,2025-12-05 00:44:09,成都,90120,2025-12-05
324,op1001047,op1001047_20251205_3,cart_page,scroll,27526,desktop,深圳,2025-12-05 00:47:45,广州,,2025-12-05
325,op1001047,op1001047_20251205_3,home_page,swipe,25337,mobile,南京,2025-12-05 00:50:14,苏州,,2025-12-05
326,op1000101,op1000101_20251205_1,home_page,input,16622,desktop,重庆,2025-12-05 15:20:50,苏州,,2025-12-05
327,op1000101,op1000101_20251205_1,search_page,scroll,25845,desktop,广州,2025-12-05 15:23:08,天津,数码,2025-12-05
328,op1000101,op1000101_20251205_1,profile_page,scroll,13317,desktop,南京,2025-12-05 15:24:46,深圳,,2025-12-05
329,op1000101,op1000101_20251205_1,product_page,scroll,27306,desktop,上海,2025-12-05 15:27:48,苏州,90187,2025-12-05
330,op1000101,op1000101_20251205_2,home_page,scroll,12419,desktop,广州,2025-12-05 07:22:41,苏州,,2025-12-05
331,op1000101,op1000101_20251205_2,profile_page,tap,7298,tablet,深圳,2025-12-05 07:24:20,上海,,2025-12-05
332,op1000101,op1000101_20251205_2,product_page,input,27473,desktop,成都,2025-12-05 07:29:11,广州,90109,2025-12-05
333,op1000463,op1000463_20251205_1,home_page,click,27687,desktop,重庆,2025-12-05 12:37:13,广州,,2025-12-05
334,op1000463,op1000463_20251205_1,search_page,swipe,22463,tablet,北京,2025-12-05 12:42:21,武汉,食品,2025-12-05
335,op1000463,op1000463_20251205_1,profile_page,tap,6863,mobile,南京,2025-12-05 12:47:25,成都,,2025-12-05
336,op1000463,op1000463_20251205_1,home_page,input,8957,tablet,北京,2025-12-05 12:48:41,北京,,2025-12-05
337,op1001795,op1001795_20251205_1,home_page,tap,9536,desktop,西安,2025-12-05 23:42:08,上海,,2025-12-05
338,op1001795,op1001795_20251205_1,home_page,click,13314,desktop,上海,2025-12-05 23:44:17,北京,,2025-12-05
339,op1001795,op1001795_20251205_1,cart_page,swipe,20027,desktop,重庆,2025-12-05 23:47:06,深圳,,2025-12-05
340,op1001795,op1001795_20251205_2,home_page,scroll,11548,mobile,西安,2025-12-05 10:27:24,广州,,2025-12-05
341,op1001795,op1001795_20251205_2,home_page,swipe,10919,desktop,南京,2025-12-05 10:30:38,上海,,2025-12-05
342,op1001795,op1001795_20251205_2,home_page,tap,7180,desktop,杭州,2025-12-05 10:33:39,杭州,,2025-12-05
343,op1001795,op1001795_20251205_2,profile_page,swipe,24251,tablet,深圳,2025-12-05 10:36:49,广州,,2025-12-05
344,op1002679,op1002679_20251205_1,home_page,scroll,12766,mobile,上海,2025-12-05 05:38:29,深圳,,2025-12-05
345,op1002679,op1002679_20251205_1,profile_page,swipe,7381,desktop,上海,2025-12-05 05:42:25,武汉,,2025-12-05
346,op1002679,op1002679_20251205_1,profile_page,swipe,28552,desktop,武汉,2025-12-05 05:48:06,成都,,2025-12-05
347,op1002679,op1002679_20251205_1,cart_page,click,3784,desktop,成都,2025-12-05 05:53:24,杭州,,2025-12-05
348,op1002679,op1002679_20251205_1,home_page,scroll,23604,desktop,上海,2025-12-05 05:54:27,成都,,2025-12-05
349,op1002679,op1002679_20251205_2,home_page,input,11935,desktop,上海,2025-12-05 19:07:15,苏州,,2025-12-05
350,op1002679,op1002679_20251205_2,cart_page,swipe,29047,mobile,北京,2025-12-05 19:09:55,广州,,2025-12-05
351,op1002679,op1002679_20251205_2,product_page,click,8340,mobile,南京,2025-12-05 19:14:32,苏州,90067,2025-12-05
352,op1002679,op1002679_20251205_2,product_page,tap,23032,desktop,深圳,2025-12-05 19:18:58,深圳,90037,2025-12-05
353,op1001973,op1001973_20251205_1,home_page,input,19818,desktop,成都,2025-12-05 03:43:22,成都,,2025-12-05
354,op1001973,op1001973_20251205_1,product_page,input,11536,tablet,杭州,2025-12-05 03:46:41,广州,90174,2025-12-05
355,op1001973,op1001973_20251205_2,home_page,input,9208,mobile,上海,2025-12-05 18:17:33,南京,,2025-12-05
356,op1001973,op1001973_20251205_2,profile_page,tap,18994,tablet,重庆,2025-12-05 18:22:27,南京,,2025-12-05
357,op1001973,op1001973_20251205_2,home_page,click,8764,mobile,深圳,2025-12-05 18:25:45,杭州,,2025-12-05
358,op1001973,op1001973_20251205_2,search_page,click,29676,mobile,杭州,2025-12-05 18:31:41,南京,食品,2025-12-05
359,op1001973,op1001973_20251205_2,cart_page,click,14968,mobile,武汉,2025-12-05 18:36:06,深圳,,2025-12-05
360,op1000426,op1000426_20251205_1,home_page,swipe,11359,desktop,成都,2025-12-05 09:03:42,天津,,2025-12-05
361,op1000426,op1000426_20251205_1,product_page,click,3069,mobile,深圳,2025-12-05 09:05:03,武汉,90031,2025-12-05
362,op1000426,op1000426_20251205_1,profile_page,tap,24855,desktop,杭州,2025-12-05 09:07:39,深圳,,2025-12-05
363,op1000426,op1000426_20251205_1,cart_page,input,26126,tablet,西安,2025-12-05 09:12:27,武汉,,2025-12-05
364,op1000426,op1000426_20251205_2,home_page,swipe,29883,tablet,西安,2025-12-05 20:39:27,北京,,2025-12-05
365,op1000426,op1000426_20251205_2,home_page,tap,17102,tablet,杭州,2025-12-05 20:41:07,南京,,2025-12-05
366,op1000426,op1000426_20251205_2,search_page,swipe,1223,desktop,北京,2025-12-05 20:43:25,广州,食品,2025-12-05
367,op1000426,op1000426_20251205_2,search_page,scroll,15917,tablet,深圳,2025-12-05 20:45:25,广州,食品,2025-12-05
368,op1000426,op1000426_20251205_3,home_page,click,13006,desktop,广州,2025-12-05 13:08:51,成都,,2025-12-05
369,op1000426,op1000426_20251205_3,product_page,input,4214,mobile,成都,2025-12-05 13:10:13,上海,90188,2025-12-05
370,op1000426,op1000426_20251205_3,product_page,scroll,16525,desktop,武汉,2025-12-05 13:14:55,杭州,90129,2025-12-05
371,op1000426,op1000426_20251205_3,search_page,swipe,16510,mobile,西安,2025-12-05 13:20:21,上海,服装,2025-12-05
372,op1000426,op1000426_20251205_3,home_page,scroll,26492,mobile,上海,2025-12-05 13:24:46,成都,,2025-12-05
373,op1000570,op1000570_20251205_1,home_page,scroll,26792,mobile,西安,2025-12-05 21:31:17,杭州,,2025-12-05
374,op1000570,op1000570_20251205_1,product_page,input,28629,mobile,南京,2025-12-05 21:36:11,上海,90133,2025-12-05
375,op1000570,op1000570_20251205_1,product_page,tap,28270,desktop,重庆,2025-12-05 21:42:01,天津,90097,2025-12-05
376,op1000570,op1000570_20251205_1,search_page,scroll,25977,tablet,广州,2025-12-05 21:46:23,南京,食品,2025-12-05
377,op1000570,op1000570_20251205_1,product_page,input,28007,desktop,北京,2025-12-05 21:48:51,武汉,90144,2025-12-05
378,op1000496,op1000496_20251205_1,home_page,scroll,7553,mobile,成都,2025-12-05 09:00:42,杭州,,2025-12-05
379,op1000496,op1000496_20251205_1,cart_page,tap,2672,mobile,上海,2025-12-05 09:02:20,上海,,2025-12-05
380,op1000496,op1000496_20251205_1,cart_page,scroll,19267,tablet,南京,2025-12-05 09:04:00,杭州,,2025-12-05
381,op1000496,op1000496_20251205_2,home_page,click,22929,tablet,成都,2025-12-05 06:16:10,天津,,2025-12-05
382,op1000496,op1000496_20251205_2,cart_page,input,22616,mobile,杭州,2025-12-05 06:17:10,成都,,2025-12-05
383,op1000496,op1000496_20251205_2,search_page,input,12450,desktop,广州,2025-12-05 06:18:16,杭州,数码,2025-12-05
384,op1000496,op1000496_20251205_2,product_page,click,23185,tablet,成都,2025-12-05 06:19:17,北京,90038,2025-12-05
385,op1000496,op1000496_20251205_2,cart_page,click,2789,desktop,武汉,2025-12-05 06:23:32,武汉,,2025-12-05
386,op1000496,op1000496_20251205_3,home_page,input,11025,desktop,南京,2025-12-05 10:25:34,上海,,2025-12-05
387,op1000496,op1000496_20251205_3,product_page,swipe,20734,desktop,重庆,2025-12-05 10:29:04,广州,90067,2025-12-05
388,op1000496,op1000496_20251205_3,cart_page,click,22006,mobile,重庆,2025-12-05 10:34:59,天津,,2025-12-05
389,op1000496,op1000496_20251205_3,home_page,scroll,21776,mobile,北京,2025-12-05 10:40:53,上海,,2025-12-05
390,op1000496,op1000496_20251205_3,product_page,click,8514,mobile,南京,2025-12-05 10:44:38,上海,90024,2025-12-05
391,op1000601,op1000601_20251205_1,home_page,tap,21250,mobile,武汉,2025-12-05 13:05:07,成都,,2025-12-05
392,op1000601,op1000601_20251205_1,home_page,tap,4058,desktop,广州,2025-12-05 13:08:29,上海,,2025-12-05
393,op1000601,op1000601_20251205_2,home_page,scroll,23254,mobile,西安,2025-12-05 17:52:59,广州,,2025-12-05
394,op1000601,op1000601_20251205_2,home_page,click,4778,desktop,武汉,2025-12-05 17:57:58,天津,,2025-12-05
395,op1000601,op1000601_20251205_2,product_page,click,23770,desktop,重庆,2025-12-05 17:59:27,北京,90126,2025-12-05
396,op1000601,op1000601_20251205_2,cart_page,click,21475,desktop,上海,2025-12-05 18:05:18,广州,,2025-12-05
397,op1000601,op1000601_20251205_2,product_page,input,29501,desktop,杭州,2025-12-05 18:09:30,上海,90145,2025-12-05
398,op1000601,op1000601_20251205_3,home_page,scroll,28935,tablet,成都,2025-12-05 09:30:43,成都,,2025-12-05
399,op1000601,op1000601_20251205_3,search_page,tap,19458,desktop,北京,2025-12-05 09:34:05,杭州,食品,2025-12-05
400,op1000601,op1000601_20251205_3,search_page,tap,13133,mobile,西安,2025-12-05 09:39:55,北京,服装,2025-12-05
401,op1000601,op1000601_20251205_3,profile_page,swipe,5419,mobile,成都,2025-12-05 09:42:56,北京,,2025-12-05
402,op1000601,op1000601_20251205_3,cart_page,swipe,20303,desktop,广州,2025-12-05 09:47:08,南京,,2025-12-05
403,op1000991,op1000991_20251205_1,home_page,scroll,5378,tablet,南京,2025-12-05 10:43:11,天津,,2025-12-05
404,op1000991,op1000991_20251205_1,profile_page,swipe,13481,desktop,深圳,2025-12-05 10:45:37,深圳,,2025-12-05
405,op1000991,op1000991_20251205_1,profile_page,scroll,14325,desktop,南京,2025-12-05 10:48:53,上海,,2025-12-05
406,op1000991,op1000991_20251205_1,product_page,input,15098,desktop,武汉,2025-12-05 10:52:38,北京,90170,2025-12-05
407,op1000991,op1000991_20251205_1,home_page,scroll,20057,desktop,成都,2025-12-05 10:53:56,成都,,2025-12-05
408,op1000551,op1000551_20251205_1,home_page,click,5768,mobile,广州,2025-12-05 21:48:13,上海,,2025-12-05
